score,min_samples,eps,n_clusters
0.5437357027755596,5,1.5500000000000007,2
0.5310870797815471,6,1.4000000000000006,2
0.5215514567508045,5,1.4000000000000006,2
0.518406978737945,5,1.2500000000000004,2
0.5126663063448805,14,1.2500000000000004,2
0.501206129520199,9,1.1500000000000004,2
0.46213688183134904,6,1.0500000000000003,2
0.4602459752546097,12,1.1000000000000003,2
0.4599808035732831,11,1.1000000000000003,2
0.45969440535739026,12,1.1500000000000004,2
0.45824440810461475,10,1.1000000000000003,2
0.4576323103790448,10,1.1500000000000004,3
0.45740443548009907,9,1.0500000000000003,2
0.4568821351336183,11,1.1500000000000004,3
0.45106689506359393,10,1.0500000000000003,2
0.4507365945124711,13,1.1500000000000004,2
0.44697679790176437,6,1.2500000000000004,2
0.4468941776741754,12,1.0500000000000003,2
0.4450933214495843,8,1.0000000000000002,2
0.444462286396284,14,1.1500000000000004,2
0.4441701873062359,14,1.1000000000000003,2
0.4426556614667827,13,1.1000000000000003,2
0.44153499977310284,11,1.0500000000000003,2
0.4087111324237133,13,1.0500000000000003,3
0.40431619990049456,5,1.2000000000000004,3
0.40030742564030913,12,1.0000000000000002,3
0.3995339097592665,5,1.0500000000000003,3
0.3978620887658513,13,1.0000000000000002,3
0.3972437335285686,14,1.0000000000000002,3
0.3964475257419778,14,1.0500000000000003,4
0.39276702013775894,11,0.9500000000000002,3
0.3924866521198125,9,0.9000000000000001,4
0.39054171720404396,13,0.9500000000000002,3
0.3901517439979069,14,0.9500000000000002,3
0.3899709307938885,13,0.9000000000000001,2
0.38988339241107606,12,0.9500000000000002,3
0.3898508585618108,12,0.9000000000000001,3
0.3893002009668723,11,0.9000000000000001,3
0.38790623470265534,10,0.9000000000000001,5
0.3791127230816922,14,0.8500000000000001,2
0.37859849308625526,13,0.8500000000000001,2
0.3775565606537506,10,0.8,2
0.3745872649231926,11,0.8,2
0.3707995332873372,13,0.8,2
0.3633405192465938,10,0.75,2
0.3561465574198918,8,1.1500000000000004,2
0.3422061896971803,8,1.1000000000000003,3
0.341789249376588,7,1.0500000000000003,4
0.3410523990143392,7,1.0000000000000002,4
0.33997497743431776,8,1.0500000000000003,3
0.3369109715619334,9,1.1000000000000003,3
0.31720964559604303,9,0.8500000000000001,5
0.31632960883369626,10,0.8500000000000001,5
0.3025503550712513,8,0.8500000000000001,6
0.29968208023105425,5,1.0000000000000002,5
0.29701055183429725,14,0.75,2
0.29577367564029705,12,0.8,3
0.29161208093569324,11,0.7,2
0.2700223101811187,6,1.0000000000000002,6
0.2576247789729978,8,0.7,3
0.25713406266871774,14,0.9000000000000001,3
0.25663424386484657,7,0.8,6
0.2503958078322453,12,0.8500000000000001,3
0.2503085039824326,8,0.75,4
0.2497779993700673,11,0.8500000000000001,3
0.2438733806900432,9,0.8,4
0.23946471052215468,8,0.8,8
0.17378649203497598,10,0.7,4
0.16373959942636304,9,0.7,4
0.16216538632283192,7,0.75,7
0.15515954437604387,9,0.75,5
0.1530368537541395,12,0.7,2
0.15257262435761967,13,0.7,2
0.14951782495181332,5,0.8500000000000001,8
0.14050872983305993,11,1.0000000000000002,3
0.1352176686187935,8,0.9500000000000002,4
0.1350469323878531,9,1.0000000000000002,3
0.13178535515373385,10,0.9500000000000002,6
0.13105953978205165,10,1.0000000000000002,4
0.11833216232313626,7,0.9500000000000002,6
0.09679275231076614,6,0.8500000000000001,10
0.08819268873277193,9,0.9500000000000002,6
0.08734508250553558,7,0.9000000000000001,8
0.08088917177094951,7,0.8500000000000001,7
0.07561618049027159,8,0.9000000000000001,5
0.07165288760160737,6,0.75,6
0.0707855847187351,7,0.7,7
0.066742352068094,6,0.9000000000000001,8
0.06118620850055809,6,1.2000000000000004,3
0.05639646406966428,6,0.8,9
0.05623399478613697,5,0.8,13
0.053580632524671656,5,1.1000000000000003,3
0.05017872726281295,6,1.1500000000000004,2
0.04331912741594705,5,0.75,11
0.03834073013397954,5,1.1500000000000004,5
0.012961704156253988,6,0.7,13
-0.0069451815254083565,6,0.9500000000000002,6
-0.011700719816618401,5,0.7,18
-0.01899041860660384,5,0.9500000000000002,9
-0.04524230897574342,5,0.9000000000000001,8
