CRASH_YEAR,CRASH_MONTH,BEAT_OF_OCCURRENCE,avg_age,avg_speed_limit,total_crashes,sum_injuries_total,sum_injuries_fatal,sum_injuries_incapacitating,sum_injuries_non_incapacitating,sum_injuries_reported_not_evident,sum_weather_category_clear,sum_weather_category_cloudy,sum_weather_category_rain,sum_weather_category_extreme,sum_weather_category_unknown,sum_lighting_category_daylight,sum_lighting_category_daylight.1,sum_lighting_category_night,sum_lighting_category_night.1,sum_lighting_category_unknown,sum_lighting_category_unknown.1,sum_roadway_surface_category_dry,sum_roadway_surface_category_wet,sum_roadway_surface_category_snow,sum_roadway_surface_category_ice,sum_roadway_surface_category_unknown,sum_road_defect_category_no_defects,sum_road_defect_category_bad,sum_road_defect_category_defect,sum_road_defect_category_debris,sum_road_defect_category_unknown,sum_damage_category_high,sum_damage_category_low,sum_damage_category_medium,sum_gender_unknown,sum_gender_female,sum_gender_male,sum_category_motorcycle,sum_category_off-road/specialized,sum_category_passenger vehicle,sum_category_public transport,sum_category_truck/commercial
2018,8,634.0,42.0,29.583333333333332,24,4.0,0.0,1.0,3.0,0.0,20,1,3,0,0,15,15,9,9,0,0,20,4,0,0,0,20,0,0,0,4,15,4,5,0.0,0.0,0.0,0.0,0.0,45.0,0.0,1.0
2018,8,711.0,33.40625,30.3125,16,2.0,0.0,0.0,1.0,1.0,11,1,4,0,0,11,11,5,5,0,0,12,3,0,0,1,13,0,0,0,3,13,0,3,0.0,0.0,0.0,0.0,0.0,26.0,0.0,2.0
2018,8,712.0,39.59166666666667,29.0,20,17.0,0.0,0.0,8.0,9.0,17,1,0,0,2,14,14,6,6,0,0,17,1,0,0,2,18,0,0,0,2,15,2,3,0.0,0.0,0.0,0.0,0.0,35.0,0.0,2.0
2018,8,713.0,44.458333333333336,29.166666666666668,12,7.0,0.0,0.0,5.0,2.0,10,1,1,0,0,9,9,3,3,0,0,10,2,0,0,0,12,0,0,0,0,9,3,0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0
2018,8,714.0,47.285714285714285,27.142857142857142,7,2.0,0.0,0.0,1.0,1.0,7,0,0,0,0,5,5,2,2,0,0,7,0,0,0,0,7,0,0,0,0,4,0,3,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0
2018,8,715.0,41.5,26.25,12,1.0,0.0,0.0,1.0,0.0,9,1,1,0,1,7,7,4,4,1,1,9,1,0,0,2,11,0,0,0,1,9,3,0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,1.0
2018,8,722.0,46.166666666666664,28.88888888888889,9,1.0,0.0,0.0,1.0,0.0,7,2,0,0,0,7,7,2,2,0,0,9,0,0,0,0,8,0,0,0,1,6,0,3,0.0,0.0,0.0,0.0,0.0,17.0,0.0,1.0
2018,8,723.0,39.208333333333336,26.666666666666668,12,0.0,0.0,0.0,0.0,0.0,10,0,1,0,1,9,9,2,2,1,1,10,1,0,0,1,8,0,0,1,3,6,3,3,0.0,0.0,0.0,0.0,0.0,21.0,0.0,1.0
2018,8,724.0,41.34615384615385,28.076923076923077,13,3.0,0.0,1.0,1.0,1.0,12,0,0,0,1,8,8,4,4,1,1,10,2,0,0,1,9,1,0,0,3,9,1,3,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0
2018,8,725.0,42.16666666666667,30.217391304347824,23,5.0,1.0,0.0,1.0,3.0,21,0,2,0,0,15,15,8,8,0,0,21,2,0,0,0,17,0,0,2,4,16,2,5,0.0,0.0,0.0,0.0,0.0,35.0,1.0,2.0
2018,8,726.0,36.0,30.0,5,1.0,0.0,0.0,1.0,0.0,4,1,0,0,0,3,3,2,2,0,0,5,0,0,0,0,3,0,0,0,2,3,0,2,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
2018,8,731.0,47.1,31.0,10,1.0,0.0,0.0,1.0,0.0,9,0,0,0,1,6,6,4,4,0,0,8,0,0,0,2,8,0,0,0,2,7,2,1,0.0,0.0,0.0,0.0,0.0,14.0,0.0,2.0
2018,8,732.0,35.0625,29.375,8,6.0,0.0,0.0,5.0,1.0,7,1,0,0,0,5,5,3,3,0,0,8,0,0,0,0,7,0,1,0,0,3,3,2,0.0,0.0,0.0,0.0,0.0,9.0,0.0,2.0
2018,8,733.0,38.36363636363637,28.181818181818183,11,0.0,0.0,0.0,0.0,0.0,11,0,0,0,0,7,7,4,4,0,0,11,0,0,0,0,11,0,0,0,0,8,2,1,0.0,0.0,0.0,0.0,0.0,17.0,0.0,1.0
2018,8,734.0,43.0,30.0,5,2.0,0.0,0.0,0.0,2.0,4,1,0,0,0,3,3,2,2,0,0,5,0,0,0,0,5,0,0,0,0,4,0,1,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0
2018,8,735.0,40.40833333333333,26.0,20,1.0,0.0,1.0,0.0,0.0,15,1,4,0,0,16,16,4,4,0,0,12,6,0,0,2,17,0,0,0,3,9,4,7,0.0,0.0,0.0,0.0,0.0,33.0,0.0,2.0
2018,8,811.0,37.329166666666666,29.125,40,11.0,0.0,1.0,5.0,5.0,33,2,5,0,0,33,33,7,7,0,0,31,8,0,0,1,37,0,0,0,3,26,6,8,0.0,0.0,0.0,0.0,0.0,72.0,0.0,4.0
2018,8,812.0,42.17982456140351,27.894736842105264,19,5.0,0.0,0.0,4.0,1.0,18,1,0,0,0,16,16,3,3,0,0,19,0,0,0,0,18,0,1,0,0,12,5,2,0.0,0.0,0.0,0.0,0.0,35.0,1.0,1.0
2018,8,813.0,38.96629213483146,28.820224719101123,89,18.0,0.0,2.0,12.0,4.0,79,1,6,0,3,66,66,22,22,1,1,75,10,0,0,4,77,1,0,1,10,62,6,21,0.0,0.0,0.0,0.0,0.0,171.0,1.0,2.0
2018,8,814.0,41.15151515151515,30.151515151515152,33,6.0,0.0,0.0,5.0,1.0,28,2,3,0,0,23,23,10,10,0,0,29,4,0,0,0,32,0,0,0,1,26,2,5,0.0,0.0,0.0,0.0,0.0,59.0,0.0,3.0
2018,8,815.0,39.74444444444445,28.444444444444443,90,12.0,0.0,1.0,3.0,8.0,77,6,7,0,0,71,71,19,19,0,0,78,12,0,0,0,83,0,1,2,4,57,12,21,0.0,0.0,0.0,0.0,0.0,145.0,1.0,16.0
2018,8,821.0,37.258620689655174,29.051724137931036,58,10.0,0.0,3.0,2.0,5.0,51,2,4,0,1,44,44,12,12,2,2,53,4,0,0,1,54,0,0,0,4,35,3,20,0.0,0.0,0.0,1.0,2.0,100.0,1.0,7.0
2018,8,822.0,34.92857142857143,27.448979591836736,49,5.0,1.0,1.0,3.0,0.0,42,3,3,0,1,37,37,12,12,0,0,44,3,0,0,2,46,0,0,0,3,26,5,18,0.0,0.0,0.0,0.0,0.0,82.0,1.0,3.0
2018,8,823.0,42.666666666666664,28.448275862068964,29,1.0,0.0,0.0,1.0,0.0,26,1,2,0,0,16,16,12,12,1,1,26,3,0,0,0,26,3,0,0,0,19,3,7,0.0,0.0,0.0,0.0,0.0,48.0,2.0,1.0
2018,8,824.0,41.69047619047619,29.821428571428573,28,7.0,0.0,0.0,7.0,0.0,24,2,2,0,0,20,20,8,8,0,0,25,2,0,0,1,26,0,0,0,2,16,6,6,0.0,0.0,0.0,0.0,0.0,50.0,0.0,3.0
2018,8,825.0,40.73809523809524,25.0,14,10.0,0.0,0.0,6.0,4.0,11,2,1,0,0,11,11,3,3,0,0,13,1,0,0,0,14,0,0,0,0,7,1,6,0.0,0.0,0.0,0.0,0.0,23.0,1.0,2.0
2018,8,831.0,39.17741935483871,26.29032258064516,31,6.0,0.0,1.0,4.0,1.0,27,1,2,0,1,20,20,11,11,0,0,27,1,0,0,3,24,1,0,0,6,19,8,4,0.0,0.0,0.0,0.0,0.0,45.0,1.0,1.0
2018,8,832.0,40.39705882352941,28.08823529411765,34,7.0,0.0,0.0,6.0,1.0,29,2,3,0,0,28,28,6,6,0,0,30,4,0,0,0,29,2,1,0,2,24,2,8,0.0,0.0,0.0,0.0,0.0,52.0,2.0,1.0
2018,8,833.0,40.426406926406926,29.285714285714285,77,23.0,0.0,2.0,17.0,4.0,64,3,10,0,0,52,52,24,24,1,1,63,13,0,0,1,72,0,1,1,3,55,4,18,0.0,0.0,0.0,2.0,0.0,135.0,1.0,7.0
2018,8,834.0,41.09874213836478,29.339622641509433,53,15.0,0.0,4.0,8.0,3.0,47,1,5,0,0,38,38,15,15,0,0,45,8,0,0,0,45,0,1,4,3,33,4,16,0.0,0.0,0.0,1.0,0.0,90.0,2.0,6.0
2018,8,835.0,42.57471264367816,30.0,58,17.0,0.0,6.0,7.0,4.0,52,3,3,0,0,48,48,10,10,0,0,53,4,0,0,1,49,1,0,1,7,42,5,11,0.0,0.0,0.0,0.0,0.0,96.0,1.0,9.0
2018,8,911.0,36.994152046783626,29.56140350877193,57,11.0,0.0,0.0,6.0,5.0,50,2,5,0,0,44,44,13,13,0,0,51,5,0,0,1,51,0,0,1,5,40,8,9,0.0,0.0,0.0,1.0,0.0,83.0,0.0,13.0
2018,8,912.0,42.45238095238095,28.46938775510204,49,7.0,0.0,1.0,5.0,1.0,40,2,7,0,0,37,37,12,12,0,0,41,7,0,0,1,38,1,0,4,6,31,10,8,0.0,0.0,0.0,1.0,0.0,74.0,1.0,8.0
2018,8,913.0,39.9375,27.083333333333332,24,3.0,0.0,1.0,2.0,0.0,20,3,0,0,1,18,18,5,5,1,1,19,1,0,0,4,17,0,0,1,6,20,1,3,0.0,0.0,0.0,1.0,0.0,39.0,0.0,1.0
2018,8,914.0,42.236111111111114,28.194444444444443,36,4.0,0.0,0.0,3.0,1.0,32,0,3,0,1,28,28,7,7,1,1,29,4,0,0,3,30,0,0,0,6,19,7,10,0.0,0.0,0.0,0.0,0.0,59.0,0.0,7.0
2018,8,915.0,41.25,29.21875,32,6.0,0.0,1.0,4.0,1.0,29,0,2,0,1,25,25,6,6,1,1,24,2,0,0,6,21,0,0,2,9,23,4,5,0.0,0.0,0.0,0.0,0.0,48.0,0.0,6.0
2018,8,921.0,42.14102564102564,29.807692307692307,26,2.0,0.0,0.0,2.0,0.0,22,1,3,0,0,21,21,5,5,0,0,23,2,0,0,1,23,0,0,0,3,11,7,8,0.0,0.0,0.0,0.0,0.0,35.0,0.0,5.0
2018,8,922.0,37.73684210526316,29.342105263157894,38,3.0,0.0,1.0,2.0,0.0,33,1,4,0,0,29,29,9,9,0,0,32,5,0,0,1,33,0,2,1,2,20,5,13,0.0,0.0,0.0,2.0,0.0,63.0,2.0,3.0
2018,8,923.0,37.71111111111111,30.5,30,9.0,0.0,1.0,4.0,4.0,26,2,2,0,0,22,22,8,8,0,0,25,5,0,0,0,27,0,0,2,1,26,3,1,0.0,0.0,0.0,0.0,0.0,51.0,0.0,1.0
2018,8,924.0,43.892857142857146,28.928571428571427,28,3.0,0.0,0.0,2.0,1.0,21,2,5,0,0,22,22,5,5,1,1,16,7,0,0,5,22,0,0,0,6,21,2,5,0.0,0.0,0.0,0.0,0.0,43.0,1.0,5.0
2018,8,925.0,40.55263157894737,28.68421052631579,19,4.0,0.0,1.0,3.0,0.0,17,0,2,0,0,15,15,4,4,0,0,16,2,0,0,1,17,0,0,0,2,15,2,2,0.0,0.0,0.0,0.0,0.0,20.0,0.0,10.0
2018,8,931.0,45.208333333333336,28.333333333333332,12,3.0,0.0,0.0,0.0,3.0,11,0,0,0,1,9,9,3,3,0,0,11,0,0,0,1,8,1,0,0,3,7,2,3,0.0,0.0,0.0,2.0,0.0,16.0,0.0,1.0
2018,8,932.0,49.5,28.333333333333332,6,3.0,0.0,1.0,1.0,1.0,6,0,0,0,0,6,6,0,0,0,0,5,0,0,0,1,4,0,0,0,2,3,1,2,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0
2018,8,933.0,45.25,25.0,10,2.0,0.0,0.0,2.0,0.0,10,0,0,0,0,9,9,1,1,0,0,10,0,0,0,0,9,0,0,1,0,6,2,2,0.0,0.0,0.0,0.0,0.0,12.0,0.0,2.0
2018,8,934.0,46.59090909090909,29.545454545454547,11,4.0,0.0,0.0,1.0,3.0,9,1,0,0,1,10,10,1,1,0,0,9,1,0,0,1,9,0,0,0,2,6,2,3,0.0,0.0,0.0,0.0,0.0,16.0,1.0,1.0
2018,8,935.0,42.875,28.75,16,5.0,0.0,2.0,2.0,1.0,15,0,1,0,0,9,9,7,7,0,0,15,1,0,0,0,16,0,0,0,0,13,1,2,0.0,0.0,0.0,0.0,0.0,21.0,1.0,5.0
2018,8,1011.0,38.53333333333333,28.333333333333332,15,7.0,0.0,0.0,2.0,5.0,13,1,0,0,1,8,8,6,6,1,1,12,2,0,0,1,10,0,0,0,5,10,1,4,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0
2018,8,1012.0,39.84782608695652,29.130434782608695,23,7.0,1.0,0.0,4.0,2.0,22,0,1,0,0,16,16,7,7,0,0,20,2,0,0,1,17,1,0,0,5,9,3,11,0.0,0.0,0.0,1.0,0.0,40.0,1.0,0.0
2018,8,1013.0,39.09722222222222,29.305555555555557,36,5.0,0.0,0.0,4.0,1.0,30,2,4,0,0,30,30,6,6,0,0,32,4,0,0,0,34,0,0,0,2,20,1,15,0.0,0.0,0.0,0.0,0.0,65.0,1.0,4.0
2018,8,1014.0,42.65625,28.75,16,5.0,0.0,0.0,3.0,2.0,14,1,0,0,1,14,14,2,2,0,0,14,2,0,0,0,11,1,0,0,4,9,1,6,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0
2018,8,1021.0,35.714285714285715,30.714285714285715,7,4.0,0.0,0.0,2.0,2.0,6,0,1,0,0,6,6,1,1,0,0,6,1,0,0,0,7,0,0,0,0,3,1,3,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0
2018,8,1022.0,39.05050505050505,27.87878787878788,33,6.0,0.0,0.0,2.0,4.0,29,1,3,0,0,26,26,7,7,0,0,28,4,0,0,1,31,0,0,0,2,22,5,6,0.0,0.0,0.0,0.0,0.0,54.0,2.0,2.0
2018,8,1023.0,40.00438596491228,29.07894736842105,38,9.0,0.0,1.0,6.0,2.0,35,1,1,0,1,30,30,8,8,0,0,32,4,0,0,2,31,0,0,0,7,19,7,12,0.0,0.0,0.0,0.0,0.0,60.0,2.0,3.0
2018,8,1024.0,39.75694444444444,29.375,24,10.0,0.0,0.0,7.0,3.0,21,1,2,0,0,18,18,6,6,0,0,23,1,0,0,0,20,0,0,0,4,14,2,8,0.0,0.0,0.0,0.0,0.0,39.0,0.0,1.0
2018,8,1031.0,38.765765765765764,29.864864864864863,37,9.0,0.0,1.0,4.0,4.0,32,2,3,0,0,24,24,13,13,0,0,33,4,0,0,0,30,0,0,0,7,23,6,8,0.0,0.0,0.0,0.0,0.0,59.0,1.0,5.0
2018,8,1032.0,37.94444444444444,30.0,18,3.0,0.0,1.0,1.0,1.0,18,0,0,0,0,14,14,4,4,0,0,17,0,0,0,1,15,0,0,0,3,9,2,7,0.0,0.0,0.0,0.0,0.0,27.0,0.0,2.0
2018,8,1033.0,41.12222222222223,29.5,30,11.0,0.0,3.0,2.0,6.0,24,1,5,0,0,23,23,7,7,0,0,25,5,0,0,0,26,0,1,0,3,17,6,7,0.0,0.0,0.0,1.0,0.0,48.0,1.0,1.0
2018,8,1034.0,42.0,28.26530612244898,49,7.0,0.0,0.0,3.0,4.0,42,3,4,0,0,45,45,4,4,0,0,40,6,0,0,3,41,0,0,0,8,27,11,11,0.0,0.0,0.0,0.0,0.0,77.0,0.0,9.0
2018,8,1111.0,40.36607142857143,29.642857142857142,28,20.0,0.0,4.0,8.0,8.0,25,1,2,0,0,22,22,6,6,0,0,25,3,0,0,0,26,0,0,0,2,15,5,8,0.0,0.0,0.0,0.0,0.0,46.0,0.0,2.0
2018,8,1112.0,38.0,29.318181818181817,22,7.0,0.0,1.0,6.0,0.0,19,1,1,0,1,14,14,8,8,0,0,20,1,0,0,1,17,0,0,0,5,15,2,5,0.0,0.0,0.0,0.0,0.0,33.0,1.0,2.0
2018,8,1113.0,34.166666666666664,30.208333333333332,24,7.0,0.0,1.0,2.0,4.0,20,0,4,0,0,15,15,9,9,0,0,18,4,0,0,2,22,0,0,0,2,18,0,6,0.0,0.0,0.0,0.0,0.0,43.0,0.0,2.0
2018,8,1114.0,37.107142857142854,30.357142857142858,14,5.0,0.0,0.0,4.0,1.0,13,0,1,0,0,6,6,8,8,0,0,11,3,0,0,0,11,0,0,0,3,11,0,3,0.0,0.0,0.0,1.0,0.0,20.0,0.0,0.0
2018,8,1115.0,34.916666666666664,30.0,12,6.0,0.0,0.0,3.0,3.0,10,0,1,0,1,9,9,2,2,1,1,10,1,0,0,1,10,0,0,0,2,9,0,3,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0
2018,8,1121.0,40.258620689655174,27.93103448275862,29,6.0,0.0,0.0,4.0,2.0,25,2,2,0,0,23,23,6,6,0,0,23,5,0,0,1,25,0,0,0,4,17,5,7,0.0,0.0,0.0,1.0,0.0,42.0,2.0,5.0
2018,8,1122.0,37.55952380952381,28.392857142857142,28,8.0,0.0,0.0,4.0,4.0,22,2,3,0,1,23,23,5,5,0,0,24,3,0,0,1,21,0,1,1,5,19,2,7,0.0,0.0,0.0,1.0,0.0,43.0,1.0,5.0
2018,8,1123.0,45.8,29.5,10,7.0,0.0,0.0,1.0,6.0,9,0,0,0,1,9,9,1,1,0,0,8,0,0,0,2,7,0,0,0,3,7,2,1,0.0,0.0,0.0,0.0,0.0,17.0,0.0,1.0
2018,8,1124.0,37.0,29.0625,16,8.0,0.0,1.0,5.0,2.0,15,1,0,0,0,10,10,6,6,0,0,16,0,0,0,0,13,0,0,0,3,11,2,3,0.0,0.0,0.0,0.0,0.0,23.0,1.0,0.0
2018,8,1125.0,31.2,32.0,5,4.0,0.0,0.0,4.0,0.0,5,0,0,0,0,3,3,2,2,0,0,5,0,0,0,0,5,0,0,0,0,4,0,1,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0
2018,8,1131.0,36.404761904761905,28.571428571428573,21,6.0,0.0,1.0,5.0,0.0,17,0,2,0,2,16,16,5,5,0,0,15,4,0,0,2,16,0,1,1,3,17,2,2,0.0,0.0,0.0,0.0,0.0,32.0,0.0,3.0
2018,8,1132.0,35.517857142857146,30.357142857142858,28,7.0,0.0,1.0,3.0,3.0,24,2,2,0,0,15,15,12,12,1,1,21,5,0,0,2,23,0,0,1,4,21,4,3,0.0,0.0,0.0,1.0,0.0,37.0,0.0,4.0
2018,8,1133.0,40.28260869565217,29.130434782608695,23,12.0,0.0,2.0,2.0,8.0,21,0,1,0,1,15,15,8,8,0,0,20,1,0,0,2,19,0,0,0,4,19,0,4,0.0,0.0,0.0,0.0,0.0,39.0,0.0,1.0
2018,8,1134.0,38.8421052631579,27.894736842105264,19,4.0,0.0,0.0,2.0,2.0,16,3,0,0,0,16,16,3,3,0,0,15,3,0,0,1,16,0,1,1,1,13,4,2,0.0,0.0,0.0,0.0,0.0,30.0,0.0,3.0
2018,8,1135.0,32.8731884057971,29.130434782608695,23,11.0,0.0,0.0,11.0,0.0,19,1,3,0,0,18,18,4,4,1,1,18,3,0,0,2,16,0,1,0,6,17,2,4,0.0,0.0,0.0,0.0,0.0,38.0,2.0,5.0
2018,8,1211.0,40.785714285714285,28.095238095238095,21,7.0,0.0,0.0,7.0,0.0,18,1,1,0,1,18,18,2,2,1,1,17,2,0,0,2,19,0,0,0,2,14,1,6,0.0,0.0,0.0,0.0,0.0,31.0,1.0,4.0
2018,8,1212.0,38.75,28.5,20,4.0,0.0,0.0,3.0,1.0,14,2,4,0,0,14,14,6,6,0,0,15,5,0,0,0,18,0,0,1,1,11,3,6,0.0,0.0,0.0,1.0,0.0,32.0,0.0,5.0
2018,8,1213.0,37.607142857142854,29.821428571428573,28,3.0,0.0,0.0,2.0,1.0,23,2,2,0,1,19,19,8,8,1,1,22,3,0,0,3,21,0,0,1,6,13,4,11,0.0,0.0,0.0,0.0,0.0,42.0,2.0,2.0
2018,8,1214.0,39.210144927536234,28.91304347826087,69,24.0,0.0,0.0,19.0,5.0,65,1,3,0,0,53,53,16,16,0,0,65,3,0,0,1,60,0,0,0,9,34,9,26,0.0,0.0,0.0,0.0,0.0,104.0,3.0,10.0
2018,8,1215.0,41.94202898550724,29.347826086956523,46,3.0,0.0,0.0,2.0,1.0,36,5,5,0,0,38,38,8,8,0,0,39,5,0,0,2,39,1,0,0,6,25,7,14,0.0,0.0,0.0,0.0,0.0,73.0,0.0,7.0
2018,8,1221.0,39.45614035087719,28.157894736842106,38,11.0,0.0,2.0,6.0,3.0,31,3,3,0,1,31,31,7,7,0,0,34,2,0,0,2,32,1,0,0,5,20,6,12,0.0,0.0,0.0,2.0,0.0,59.0,0.0,4.0
2018,8,1222.0,40.343333333333334,29.8,25,14.0,0.0,0.0,11.0,3.0,22,0,0,0,3,16,16,5,5,4,4,18,1,0,0,6,19,0,0,0,6,17,5,3,0.0,0.0,0.0,0.0,0.0,46.0,0.0,3.0
2018,8,1223.0,38.95652173913044,28.26086956521739,23,4.0,0.0,0.0,3.0,1.0,21,0,0,0,2,16,16,6,6,1,1,21,0,0,0,2,19,0,0,0,4,13,6,4,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0
2018,8,1224.0,43.53703703703704,30.185185185185187,54,7.0,0.0,2.0,2.0,3.0,48,2,4,0,0,32,32,22,22,0,0,52,2,0,0,0,44,2,0,1,7,34,10,10,0.0,0.0,0.0,0.0,0.0,88.0,2.0,6.0
2018,8,1225.0,39.19767441860465,27.906976744186046,43,8.0,0.0,1.0,5.0,2.0,38,1,4,0,0,34,34,9,9,0,0,39,4,0,0,0,38,0,0,0,5,21,7,15,0.0,0.0,0.0,0.0,0.0,62.0,0.0,6.0
2018,8,1231.0,42.442708333333336,29.6875,64,16.0,0.0,3.0,7.0,6.0,56,1,6,0,1,55,55,9,9,0,0,58,5,0,0,1,59,0,0,3,2,35,12,17,0.0,0.0,0.0,1.0,0.0,106.0,6.0,4.0
2018,8,1232.0,41.54356060606061,28.977272727272727,88,19.0,1.0,3.0,11.0,4.0,82,2,4,0,0,73,73,15,15,0,0,83,5,0,0,0,82,0,0,1,5,47,18,23,0.0,0.0,0.0,1.0,0.0,136.0,3.0,7.0
2018,8,1233.0,39.833333333333336,28.703703703703702,54,7.0,0.0,1.0,5.0,1.0,43,6,4,0,1,39,39,15,15,0,0,47,6,0,0,1,47,0,1,0,6,26,9,19,0.0,0.0,0.0,0.0,0.0,91.0,1.0,5.0
2018,8,1234.0,40.24444444444444,30.333333333333332,30,3.0,0.0,0.0,2.0,1.0,27,0,3,0,0,25,25,5,5,0,0,27,3,0,0,0,27,0,0,0,3,10,8,12,0.0,0.0,0.0,0.0,0.0,48.0,1.0,2.0
2018,8,1235.0,37.55,29.5,30,6.0,0.0,0.0,5.0,1.0,28,1,0,1,0,23,23,7,7,0,0,28,1,0,0,1,28,1,0,0,1,17,7,6,0.0,0.0,0.0,1.0,0.0,48.0,0.0,3.0
2018,8,1411.0,36.642276422764226,29.634146341463413,41,6.0,0.0,1.0,4.0,1.0,35,1,5,0,0,31,31,10,10,0,0,35,6,0,0,0,36,0,1,0,4,23,5,13,0.0,0.0,0.0,1.0,0.0,74.0,1.0,3.0
2018,8,1412.0,40.689189189189186,28.783783783783782,37,5.0,0.0,2.0,3.0,0.0,31,4,2,0,0,29,29,8,8,0,0,33,3,0,0,1,32,0,0,1,4,17,9,11,0.0,0.0,0.0,1.0,0.0,57.0,2.0,1.0
2018,8,1413.0,32.3125,29.6875,16,3.0,0.0,0.0,2.0,1.0,14,0,2,0,0,12,12,4,4,0,0,13,2,0,0,1,15,0,0,0,1,9,2,5,0.0,0.0,0.0,0.0,0.0,28.0,0.0,1.0
2018,8,1414.0,36.55555555555555,28.666666666666668,15,1.0,0.0,0.0,1.0,0.0,12,0,2,0,1,10,10,4,4,1,1,11,3,0,0,1,12,1,0,0,2,7,5,3,0.0,0.0,0.0,0.0,0.0,24.0,0.0,2.0
2018,8,1421.0,36.28947368421053,30.263157894736842,19,3.0,0.0,0.0,3.0,0.0,13,1,4,0,1,15,15,3,3,1,1,14,3,0,0,2,15,0,0,0,4,14,1,4,0.0,0.0,0.0,0.0,0.0,35.0,0.0,2.0
2018,8,1422.0,38.63194444444444,28.958333333333332,24,4.0,0.0,1.0,2.0,1.0,21,0,3,0,0,19,19,5,5,0,0,20,3,0,0,1,19,0,1,1,3,14,3,7,0.0,0.0,0.0,0.0,0.0,46.0,0.0,3.0
2018,8,1423.0,38.82142857142857,30.357142857142858,14,1.0,0.0,0.0,1.0,0.0,11,1,2,0,0,13,13,1,1,0,0,12,2,0,0,0,13,0,0,0,1,8,0,6,0.0,0.0,0.0,0.0,0.0,24.0,0.0,3.0
2018,8,1424.0,38.611111111111114,30.833333333333332,18,6.0,0.0,0.0,5.0,1.0,13,0,4,0,1,8,8,10,10,0,0,13,5,0,0,0,13,1,0,0,4,11,1,6,0.0,0.0,0.0,1.0,0.0,28.0,0.0,2.0
2018,8,1431.0,35.982142857142854,30.714285714285715,28,10.0,0.0,4.0,5.0,1.0,23,1,3,0,1,17,17,10,10,1,1,21,4,0,0,3,25,0,0,0,3,19,3,6,0.0,0.0,0.0,2.0,0.0,43.0,0.0,2.0
2018,8,1432.0,38.040880503144656,28.77358490566038,53,15.0,0.0,1.0,10.0,4.0,47,2,3,0,1,43,43,9,9,1,1,47,4,0,0,2,47,1,0,1,4,31,6,16,0.0,0.0,0.0,1.0,0.0,96.0,0.0,5.0
2018,8,1433.0,42.390243902439025,29.878048780487806,41,11.0,0.0,0.0,9.0,2.0,39,0,1,0,1,32,32,9,9,0,0,37,3,0,0,1,35,0,0,1,5,21,5,15,0.0,0.0,0.0,1.0,0.0,61.0,2.0,7.0
2018,8,1434.0,36.46666666666667,29.666666666666668,30,5.0,0.0,2.0,2.0,1.0,27,0,1,0,2,25,25,5,5,0,0,27,2,0,0,1,27,0,0,0,3,14,5,11,0.0,0.0,0.0,0.0,0.0,46.0,1.0,4.0
2018,8,1511.0,45.0,30.0,9,1.0,0.0,0.0,1.0,0.0,7,0,1,0,1,6,6,3,3,0,0,7,1,0,0,1,9,0,0,0,0,5,2,2,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0
2018,8,1512.0,39.25,29.318181818181817,22,2.0,0.0,0.0,1.0,1.0,19,1,2,0,0,17,17,5,5,0,0,16,4,0,0,2,17,0,0,2,3,11,6,5,0.0,0.0,0.0,0.0,0.0,35.0,1.0,0.0
2018,8,1513.0,37.53846153846154,30.0,26,4.0,0.0,1.0,2.0,1.0,23,0,3,0,0,16,16,10,10,0,0,22,3,0,0,1,23,0,0,2,1,16,3,7,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0
2018,8,1522.0,40.11666666666667,29.125,40,11.0,0.0,0.0,7.0,4.0,37,0,2,0,1,33,33,7,7,0,0,36,3,0,0,1,37,0,0,0,3,26,9,5,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0
2018,8,1523.0,34.24444444444444,28.666666666666668,15,7.0,0.0,1.0,5.0,1.0,15,0,0,0,0,11,11,4,4,0,0,15,0,0,0,0,11,0,0,1,3,9,4,2,0.0,0.0,0.0,0.0,0.0,23.0,2.0,0.0
2018,8,1524.0,42.5,28.125,16,4.0,0.0,0.0,4.0,0.0,15,0,1,0,0,12,12,4,4,0,0,15,1,0,0,0,16,0,0,0,0,11,1,4,0.0,0.0,0.0,0.0,0.0,27.0,0.0,1.0
2018,8,1531.0,39.25,27.142857142857142,14,1.0,0.0,0.0,0.0,1.0,11,0,2,0,1,10,10,3,3,1,1,11,2,0,0,1,12,0,0,1,1,10,1,3,0.0,0.0,0.0,0.0,0.0,21.0,0.0,1.0
