CRASH_YEAR,CRASH_MONTH,BEAT_OF_OCCURRENCE,avg_age,avg_speed_limit,total_crashes,sum_injuries_total,sum_injuries_fatal,sum_injuries_incapacitating,sum_injuries_non_incapacitating,sum_injuries_reported_not_evident,sum_weather_category_clear,sum_weather_category_cloudy,sum_weather_category_rain,sum_weather_category_extreme,sum_weather_category_unknown,sum_lighting_category_daylight,sum_lighting_category_daylight.1,sum_lighting_category_night,sum_lighting_category_night.1,sum_lighting_category_unknown,sum_lighting_category_unknown.1,sum_roadway_surface_category_dry,sum_roadway_surface_category_wet,sum_roadway_surface_category_snow,sum_roadway_surface_category_ice,sum_roadway_surface_category_unknown,sum_road_defect_category_no_defects,sum_road_defect_category_bad,sum_road_defect_category_defect,sum_road_defect_category_debris,sum_road_defect_category_unknown,sum_damage_category_high,sum_damage_category_low,sum_damage_category_medium,sum_gender_unknown,sum_gender_female,sum_gender_male,sum_category_motorcycle,sum_category_off-road/specialized,sum_category_passenger vehicle,sum_category_public transport,sum_category_truck/commercial
2020,4,1614.0,35.25,30.0,4,0.0,0.0,0.0,0.0,0.0,2,1,1,0,0,3,3,1,1,0,0,1,2,0,0,1,4,0,0,0,0,4,0,0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
2020,4,1621.0,37.52083333333333,30.625,8,1.0,0.0,0.0,1.0,0.0,6,0,1,1,0,6,6,2,2,0,0,6,1,1,0,0,8,0,0,0,0,4,1,3,0.0,0.0,0.0,0.0,0.0,12.0,0.0,2.0
2020,4,1622.0,41.77272727272727,27.727272727272727,22,5.0,0.0,1.0,3.0,1.0,18,1,3,0,0,15,15,7,7,0,0,19,3,0,0,0,20,1,1,0,0,14,0,8,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0
2020,4,1623.0,38.32142857142857,29.642857142857142,14,3.0,0.0,1.0,1.0,1.0,10,1,2,0,1,12,12,2,2,0,0,9,4,0,0,1,13,0,1,0,0,6,5,3,0.0,0.0,0.0,0.0,0.0,17.0,2.0,4.0
2020,4,1624.0,39.51923076923077,30.0,13,4.0,0.0,2.0,2.0,0.0,8,1,3,0,1,10,10,3,3,0,0,8,5,0,0,0,12,0,0,0,1,9,1,3,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0
2020,4,1631.0,32.385416666666664,30.3125,16,0.0,0.0,0.0,0.0,0.0,13,0,1,1,1,14,14,2,2,0,0,14,2,0,0,0,14,0,0,0,2,12,0,4,0.0,0.0,0.0,1.0,0.0,27.0,0.0,1.0
2020,4,1632.0,46.75,30.5,10,4.0,0.0,0.0,2.0,2.0,8,0,2,0,0,9,9,1,1,0,0,8,2,0,0,0,9,0,0,0,1,3,1,6,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0
2020,4,1633.0,43.84375,27.5,16,1.0,1.0,0.0,0.0,0.0,13,0,2,0,1,13,13,3,3,0,0,13,2,0,0,1,15,0,0,0,1,11,2,3,0.0,0.0,0.0,0.0,0.0,24.0,1.0,0.0
2020,4,1634.0,37.96875,28.75,16,6.0,0.0,0.0,2.0,4.0,12,1,2,1,0,13,13,3,3,0,0,11,5,0,0,0,16,0,0,0,0,8,3,5,0.0,0.0,0.0,1.0,0.0,26.0,0.0,0.0
2020,4,1651.0,41.0,25.0,3,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,2,2,1,1,0,0,2,1,0,0,0,2,0,0,0,1,3,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0
2020,4,1654.0,57.833333333333336,33.333333333333336,3,0.0,0.0,0.0,0.0,0.0,2,0,1,0,0,2,2,1,1,0,0,2,1,0,0,0,3,0,0,0,0,2,0,1,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
2020,4,1711.0,35.22222222222222,30.555555555555557,9,6.0,0.0,0.0,4.0,2.0,7,0,2,0,0,6,6,3,3,0,0,6,3,0,0,0,8,0,0,0,1,6,1,2,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0
2020,4,1712.0,49.166666666666664,31.666666666666668,12,0.0,0.0,0.0,0.0,0.0,12,0,0,0,0,10,10,2,2,0,0,12,0,0,0,0,11,0,0,0,1,9,1,2,0.0,0.0,0.0,0.0,0.0,17.0,0.0,1.0
2020,4,1713.0,40.166666666666664,31.666666666666668,3,3.0,0.0,2.0,1.0,0.0,2,0,1,0,0,0,0,3,3,0,0,2,1,0,0,0,3,0,0,0,0,3,0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
2020,4,1722.0,40.02380952380952,25.0,7,1.0,0.0,0.0,0.0,1.0,6,0,1,0,0,5,5,2,2,0,0,6,1,0,0,0,7,0,0,0,0,6,1,0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0
2020,4,1723.0,36.36274509803921,28.529411764705884,17,1.0,0.0,0.0,0.0,1.0,13,0,3,0,1,14,14,2,2,1,1,13,3,0,0,1,15,0,0,0,2,9,2,6,0.0,0.0,0.0,0.0,0.0,31.0,0.0,2.0
2020,4,1724.0,33.77777777777778,24.444444444444443,9,5.0,0.0,0.0,3.0,2.0,5,1,3,0,0,8,8,1,1,0,0,6,2,0,0,1,8,0,0,0,1,8,0,1,0.0,0.0,0.0,1.0,0.0,12.0,0.0,1.0
2020,4,1731.0,35.916666666666664,26.666666666666668,6,0.0,0.0,0.0,0.0,0.0,5,0,1,0,0,4,4,2,2,0,0,5,1,0,0,0,5,0,0,0,1,5,0,1,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
2020,4,1732.0,35.64705882352941,28.823529411764707,17,1.0,0.0,0.0,1.0,0.0,11,3,2,0,1,13,13,3,3,1,1,12,3,0,0,2,13,0,0,0,4,5,5,7,0.0,0.0,0.0,0.0,0.0,31.0,1.0,0.0
2020,4,1733.0,39.642857142857146,27.142857142857142,14,4.0,0.0,1.0,2.0,1.0,12,0,1,0,1,10,10,4,4,0,0,11,1,0,0,2,11,0,0,1,2,8,3,3,0.0,0.0,0.0,1.0,0.0,22.0,0.0,1.0
2020,4,1811.0,39.3125,28.125,8,1.0,0.0,0.0,1.0,0.0,5,1,1,0,1,7,7,0,0,1,1,5,1,0,0,2,5,0,0,0,3,1,2,5,0.0,0.0,0.0,0.0,0.0,9.0,0.0,3.0
2020,4,1812.0,36.166666666666664,31.666666666666668,3,0.0,0.0,0.0,0.0,0.0,2,1,0,0,0,3,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0
2020,4,1813.0,24.0,30.0,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2020,4,1814.0,37.5625,36.875,8,0.0,0.0,0.0,0.0,0.0,5,0,1,1,1,4,4,4,4,0,0,5,3,0,0,0,4,0,0,1,3,7,1,0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,1.0
2020,4,1821.0,40.791666666666664,30.0,4,2.0,0.0,0.0,2.0,0.0,4,0,0,0,0,3,3,1,1,0,0,3,1,0,0,0,3,0,0,0,1,2,1,1,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0
2020,4,1822.0,52.625,30.0,4,0.0,0.0,0.0,0.0,0.0,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,3,0,1,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0
2020,4,1823.0,47.666666666666664,30.0,3,2.0,0.0,0.0,1.0,1.0,3,0,0,0,0,2,2,1,1,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
2020,4,1824.0,32.5,31.944444444444443,18,0.0,0.0,0.0,0.0,0.0,7,4,3,4,0,16,16,2,2,0,0,6,12,0,0,0,16,1,0,0,1,14,1,3,0.0,0.0,0.0,0.0,0.0,23.0,1.0,1.0
2020,4,1831.0,35.0,29.375,8,3.0,0.0,0.0,2.0,1.0,3,2,2,1,0,6,6,2,2,0,0,6,2,0,0,0,8,0,0,0,0,7,0,1,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0
2020,4,1832.0,34.72222222222222,28.88888888888889,9,4.0,0.0,0.0,2.0,2.0,6,0,2,1,0,7,7,2,2,0,0,7,2,0,0,0,8,0,0,0,1,3,1,5,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0
2020,4,1833.0,34.291666666666664,33.333333333333336,12,3.0,0.0,0.0,1.0,2.0,8,1,2,1,0,7,7,5,5,0,0,8,4,0,0,0,11,0,0,0,1,6,2,4,0.0,0.0,0.0,0.0,0.0,18.0,1.0,1.0
2020,4,1834.0,43.322916666666664,30.3125,16,10.0,0.0,1.0,8.0,1.0,13,0,3,0,0,12,12,4,4,0,0,10,5,0,0,1,15,0,1,0,0,12,2,2,0.0,0.0,0.0,0.0,0.0,24.0,0.0,3.0
2020,4,1911.0,44.666666666666664,26.25,12,2.0,0.0,0.0,1.0,1.0,7,0,5,0,0,11,11,1,1,0,0,7,5,0,0,0,10,0,0,0,2,8,1,3,0.0,0.0,0.0,0.0,0.0,14.0,0.0,4.0
2020,4,1912.0,41.416666666666664,30.0,6,0.0,0.0,0.0,0.0,0.0,5,0,0,0,1,5,5,1,1,0,0,5,0,0,0,1,5,0,0,0,1,1,1,4,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0
2020,4,1913.0,40.5,31.0,5,1.0,0.0,0.0,0.0,1.0,4,0,1,0,0,4,4,1,1,0,0,4,1,0,0,0,4,0,0,0,1,2,1,2,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0
2020,4,1914.0,37.69444444444444,32.77777777777778,9,4.0,0.0,1.0,1.0,2.0,5,0,2,1,1,7,7,2,2,0,0,3,4,0,0,2,6,0,0,0,3,3,3,3,0.0,0.0,0.0,0.0,0.0,14.0,0.0,2.0
2020,4,1915.0,42.3,34.0,5,4.0,0.0,0.0,4.0,0.0,3,0,2,0,0,3,3,2,2,0,0,3,2,0,0,0,5,0,0,0,0,3,0,2,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0
2020,4,1921.0,41.75,27.5,6,3.0,0.0,0.0,1.0,2.0,6,0,0,0,0,5,5,1,1,0,0,6,0,0,0,0,6,0,0,0,0,3,1,2,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
2020,4,1922.0,45.07142857142857,27.857142857142858,7,2.0,0.0,1.0,1.0,0.0,5,1,1,0,0,6,6,1,1,0,0,5,1,0,0,1,4,0,0,1,2,5,0,2,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0
2020,4,1923.0,45.125,22.5,4,0.0,0.0,0.0,0.0,0.0,2,1,1,0,0,3,3,1,1,0,0,2,1,0,0,1,2,0,0,0,2,2,0,2,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
2020,4,1924.0,38.0,30.0,6,1.0,0.0,0.0,0.0,1.0,6,0,0,0,0,5,5,1,1,0,0,6,0,0,0,0,3,0,0,0,3,3,0,3,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0
2020,4,1925.0,31.8,33.5,10,1.0,0.0,1.0,0.0,0.0,8,1,1,0,0,5,5,5,5,0,0,8,2,0,0,0,8,0,1,0,1,7,0,3,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0
2020,4,1931.0,42.416666666666664,26.0,10,0.0,0.0,0.0,0.0,0.0,9,0,0,0,1,8,8,1,1,1,1,9,0,0,0,1,7,0,0,0,3,4,2,4,0.0,0.0,0.0,0.0,0.0,15.0,0.0,2.0
2020,4,1932.0,37.875,27.5,4,1.0,0.0,0.0,1.0,0.0,4,0,0,0,0,2,2,2,2,0,0,3,0,0,0,1,3,0,0,0,1,2,1,1,0.0,0.0,0.0,1.0,0.0,6.0,0.0,1.0
2020,4,1933.0,50.5,30.0,5,1.0,0.0,0.0,0.0,1.0,4,0,0,1,0,4,4,1,1,0,0,4,1,0,0,0,5,0,0,0,0,3,0,2,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
2020,4,1934.0,37.68181818181818,28.636363636363637,11,3.0,0.0,0.0,1.0,2.0,8,1,2,0,0,8,8,3,3,0,0,9,2,0,0,0,9,0,0,0,2,6,1,4,0.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0
2020,4,1935.0,42.45,31.0,10,1.0,0.0,1.0,0.0,0.0,7,2,1,0,0,8,8,2,2,0,0,7,1,0,0,2,6,0,0,0,4,7,0,3,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0
2020,4,2011.0,42.916666666666664,26.041666666666668,24,9.0,0.0,3.0,1.0,5.0,22,0,2,0,0,20,20,4,4,0,0,23,1,0,0,0,20,0,1,0,3,16,4,4,0.0,0.0,0.0,0.0,0.0,40.0,0.0,2.0
2020,4,2012.0,34.25,28.75,4,0.0,0.0,0.0,0.0,0.0,2,0,1,0,1,0,0,4,4,0,0,2,1,0,0,1,3,0,0,0,1,2,1,1,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
2020,4,2013.0,34.357142857142854,29.285714285714285,7,2.0,0.0,0.0,1.0,1.0,6,0,1,0,0,6,6,1,1,0,0,6,1,0,0,0,7,0,0,0,0,4,1,2,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0
2020,4,2022.0,46.625,33.125,8,2.0,0.0,0.0,1.0,1.0,4,0,3,1,0,6,6,2,2,0,0,3,4,0,0,1,6,0,0,0,2,3,1,4,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0
2020,4,2023.0,43.666666666666664,21.666666666666668,3,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,2,2,1,1,0,0,3,0,0,0,0,3,0,0,0,0,2,0,1,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
2020,4,2024.0,40.4375,29.375,8,1.0,0.0,0.0,0.0,1.0,3,3,2,0,0,7,7,1,1,0,0,4,3,0,0,1,7,0,0,0,1,3,0,5,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0
2020,4,2031.0,42.54545454545455,29.09090909090909,11,0.0,0.0,0.0,0.0,0.0,7,1,2,0,1,8,8,2,2,1,1,7,2,0,0,2,8,0,0,0,3,5,0,6,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0
2020,4,2032.0,47.833333333333336,30.0,3,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,2,0,0,0,1,2,0,1,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
2020,4,2033.0,47.0,26.666666666666668,6,0.0,0.0,0.0,0.0,0.0,4,0,1,0,1,5,5,1,1,0,0,4,1,0,0,1,4,0,0,0,2,3,1,2,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0
2020,4,2211.0,41.892857142857146,28.928571428571427,14,2.0,0.0,0.0,0.0,2.0,10,1,3,0,0,10,10,4,4,0,0,10,4,0,0,0,14,0,0,0,0,9,1,4,0.0,0.0,0.0,0.0,0.0,27.0,0.0,1.0
2020,4,2212.0,45.766666666666666,29.75,20,1.0,0.0,0.0,0.0,1.0,14,2,2,1,1,16,16,4,4,0,0,16,2,1,0,1,16,0,1,0,3,14,1,5,0.0,0.0,0.0,0.0,0.0,32.0,0.0,1.0
2020,4,2213.0,36.36363636363637,30.0,11,4.0,0.0,0.0,3.0,1.0,8,0,3,0,0,9,9,2,2,0,0,8,3,0,0,0,10,0,0,0,1,6,2,3,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0
2020,4,2221.0,43.078947368421055,26.842105263157894,19,2.0,0.0,1.0,1.0,0.0,15,1,3,0,0,13,13,6,6,0,0,16,3,0,0,0,18,0,0,0,1,11,1,7,0.0,0.0,0.0,0.0,0.0,28.0,0.0,1.0
2020,4,2222.0,39.6,26.5,10,3.0,0.0,0.0,3.0,0.0,7,0,2,1,0,7,7,3,3,0,0,7,2,1,0,0,8,0,0,0,2,9,0,1,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0
2020,4,2223.0,34.411764705882355,30.88235294117647,17,4.0,0.0,2.0,0.0,2.0,14,0,2,1,0,9,9,8,8,0,0,12,4,0,0,1,16,0,0,0,1,12,2,3,0.0,0.0,0.0,0.0,0.0,25.0,2.0,0.0
2020,4,2232.0,41.90625,30.0,16,3.0,0.0,0.0,0.0,3.0,12,1,2,1,0,13,13,3,3,0,0,12,3,1,0,0,13,0,0,0,3,8,1,7,0.0,0.0,0.0,0.0,0.0,28.0,0.0,2.0
2020,4,2233.0,36.63888888888889,28.333333333333332,6,9.0,0.0,2.0,3.0,4.0,5,1,0,0,0,5,5,1,1,0,0,6,0,0,0,0,6,0,0,0,0,4,0,2,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0
2020,4,2234.0,38.96875,30.0,16,7.0,0.0,1.0,3.0,3.0,11,1,4,0,0,11,11,5,5,0,0,12,3,0,0,1,14,0,1,0,1,12,1,3,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0
2020,4,2411.0,45.19444444444444,28.333333333333332,18,0.0,0.0,0.0,0.0,0.0,12,0,5,0,1,13,13,4,4,1,1,11,6,0,0,1,14,0,0,0,4,14,3,1,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0
2020,4,2412.0,40.44444444444444,28.333333333333332,9,2.0,0.0,1.0,1.0,0.0,6,2,1,0,0,6,6,3,3,0,0,7,1,0,0,1,8,0,0,0,1,5,2,2,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0
2020,4,2413.0,41.411764705882355,25.88235294117647,17,1.0,0.0,0.0,1.0,0.0,11,0,5,0,1,15,15,2,2,0,0,11,5,0,0,1,15,0,0,0,2,8,3,6,0.0,0.0,0.0,0.0,0.0,26.0,0.0,1.0
2020,4,2422.0,43.05555555555556,25.555555555555557,9,1.0,0.0,0.0,1.0,0.0,8,0,1,0,0,9,9,0,0,0,0,8,1,0,0,0,8,0,0,0,1,8,0,1,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0
2020,4,2423.0,31.166666666666668,30.0,3,0.0,0.0,0.0,0.0,0.0,0,1,2,0,0,1,1,2,2,0,0,0,3,0,0,0,2,0,0,0,1,3,0,0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
2020,4,2424.0,39.375,26.25,8,1.0,0.0,0.0,0.0,1.0,6,0,1,0,1,5,5,3,3,0,0,6,1,0,0,1,7,0,0,0,1,5,1,2,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0
2020,4,2431.0,47.25,17.5,4,0.0,0.0,0.0,0.0,0.0,3,1,0,0,0,3,3,0,0,1,1,4,0,0,0,0,4,0,0,0,0,2,0,2,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
2020,4,2432.0,37.142857142857146,30.0,7,0.0,0.0,0.0,0.0,0.0,3,3,1,0,0,7,7,0,0,0,0,6,1,0,0,0,5,0,0,0,2,3,0,4,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0
2020,4,2433.0,39.8125,27.5,8,0.0,0.0,0.0,0.0,0.0,5,1,2,0,0,5,5,3,3,0,0,7,1,0,0,0,7,1,0,0,0,4,0,4,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0
2020,4,2511.0,37.02777777777778,30.833333333333332,12,2.0,0.0,0.0,1.0,1.0,11,0,1,0,0,6,6,6,6,0,0,10,1,0,0,1,9,0,0,0,3,10,1,1,0.0,0.0,0.0,0.0,0.0,24.0,1.0,0.0
2020,4,2512.0,39.833333333333336,28.095238095238095,21,5.0,0.0,1.0,3.0,1.0,14,1,6,0,0,15,15,5,5,1,1,13,6,0,0,2,14,0,0,0,7,14,3,4,0.0,0.0,0.0,0.0,0.0,36.0,0.0,1.0
2020,4,2513.0,33.166666666666664,29.0,15,3.0,0.0,0.0,3.0,0.0,13,0,2,0,0,10,10,5,5,0,0,11,4,0,0,0,15,0,0,0,0,6,3,6,0.0,0.0,0.0,0.0,0.0,24.0,0.0,1.0
2020,4,2514.0,34.333333333333336,28.0,15,2.0,0.0,0.0,2.0,0.0,10,1,2,1,1,10,10,5,5,0,0,11,3,0,0,1,13,0,0,0,2,10,2,3,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0
2020,4,2515.0,35.411764705882355,27.941176470588236,17,6.0,0.0,0.0,5.0,1.0,12,0,2,1,2,12,12,4,4,1,1,12,3,0,0,2,13,0,0,0,4,11,2,4,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0
2020,4,2521.0,41.421052631578945,27.894736842105264,19,8.0,0.0,1.0,7.0,0.0,13,0,6,0,0,15,15,4,4,0,0,12,6,0,0,1,17,0,0,0,2,10,4,5,0.0,0.0,0.0,0.0,0.0,28.0,0.0,1.0
2020,4,2522.0,37.75,28.181818181818183,22,2.0,0.0,1.0,1.0,0.0,18,1,1,1,1,18,18,3,3,1,1,18,2,0,0,2,17,0,0,0,5,10,2,10,0.0,0.0,0.0,0.0,0.0,40.0,0.0,1.0
2020,4,2523.0,36.95,28.5,10,1.0,0.0,0.0,0.0,1.0,8,0,2,0,0,7,7,3,3,0,0,7,3,0,0,0,9,0,0,0,1,7,0,3,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0
2020,4,2524.0,36.13636363636363,30.0,11,2.0,0.0,0.0,2.0,0.0,6,0,4,0,1,7,7,3,3,1,1,6,4,0,0,1,8,0,1,0,2,6,1,4,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0
2020,4,2525.0,42.125,29.375,8,0.0,0.0,0.0,0.0,0.0,8,0,0,0,0,7,7,1,1,0,0,8,0,0,0,0,7,0,0,0,1,6,1,1,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0
2020,4,2531.0,37.333333333333336,31.666666666666668,3,1.0,0.0,0.0,1.0,0.0,3,0,0,0,0,3,3,0,0,0,0,2,0,0,0,1,2,0,0,0,1,1,0,2,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
2020,4,2532.0,34.421052631578945,30.263157894736842,19,3.0,0.0,0.0,1.0,2.0,16,1,1,0,1,13,13,6,6,0,0,16,2,0,0,1,18,0,0,0,1,14,2,3,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0
2020,4,2533.0,43.391891891891895,28.37837837837838,37,7.0,0.0,2.0,3.0,2.0,23,2,10,0,2,30,30,6,6,1,1,23,10,0,0,4,27,0,0,0,10,18,7,12,0.0,0.0,0.0,0.0,0.0,62.0,1.0,1.0
2020,4,2534.0,33.96,28.8,25,5.0,0.0,0.0,3.0,2.0,17,0,5,0,3,16,16,8,8,1,1,15,5,0,0,5,16,0,0,0,9,19,0,6,0.0,0.0,0.0,0.0,0.0,43.0,0.0,1.0
2020,4,2535.0,41.55952380952381,28.928571428571427,14,1.0,0.0,0.0,1.0,0.0,9,0,4,0,1,12,12,2,2,0,0,9,4,0,0,1,12,0,0,0,2,9,2,3,0.0,0.0,0.0,0.0,0.0,23.0,0.0,1.0
2020,5,111.0,31.166666666666668,30.0,6,2.0,0.0,0.0,1.0,1.0,5,0,1,0,0,3,3,3,3,0,0,6,0,0,0,0,5,0,0,0,1,6,0,0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,1.0
2020,5,112.0,38.625,31.25,4,0.0,0.0,0.0,0.0,0.0,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,3,0,0,0,1,1,1,2,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0
2020,5,113.0,37.333333333333336,30.833333333333332,6,0.0,0.0,0.0,0.0,0.0,5,0,1,0,0,4,4,2,2,0,0,5,1,0,0,0,5,0,0,0,1,2,1,3,0.0,0.0,0.0,0.0,0.0,9.0,1.0,1.0
2020,5,114.0,36.263888888888886,32.5,18,5.0,0.0,1.0,4.0,0.0,14,1,2,0,1,11,11,6,6,1,1,14,2,0,0,2,15,1,0,0,2,12,2,4,0.0,0.0,0.0,0.0,0.0,30.0,0.0,1.0
2020,5,121.0,41.285714285714285,29.285714285714285,7,1.0,0.0,0.0,1.0,0.0,5,0,2,0,0,6,6,1,1,0,0,4,3,0,0,0,4,0,0,0,3,5,0,2,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0
2020,5,122.0,36.7,29.0,20,4.0,0.0,0.0,1.0,3.0,19,0,1,0,0,12,12,8,8,0,0,18,2,0,0,0,17,0,0,0,3,14,1,5,0.0,0.0,0.0,1.0,0.0,32.0,1.0,1.0
2020,5,123.0,38.3,28.0,10,6.0,0.0,1.0,1.0,4.0,8,1,1,0,0,8,8,2,2,0,0,9,1,0,0,0,9,0,0,0,1,8,2,0,0.0,0.0,0.0,2.0,0.0,13.0,1.0,1.0
2020,5,124.0,38.88461538461539,25.96153846153846,26,6.0,0.0,1.0,5.0,0.0,23,0,3,0,0,15,15,11,11,0,0,23,3,0,0,0,22,0,0,0,4,13,4,9,0.0,0.0,0.0,0.0,0.0,45.0,0.0,1.0
2020,5,131.0,41.5,29.583333333333332,12,1.0,0.0,0.0,1.0,0.0,12,0,0,0,0,8,8,3,3,1,1,11,0,0,0,1,11,0,0,0,1,9,0,3,0.0,0.0,0.0,1.0,0.0,18.0,0.0,1.0
2020,5,132.0,35.84615384615385,37.69230769230769,13,4.0,0.0,0.0,0.0,4.0,11,0,1,0,1,8,8,5,5,0,0,10,2,0,0,1,13,0,0,0,0,4,3,6,0.0,0.0,0.0,0.0,0.0,25.0,0.0,1.0
2020,5,133.0,41.42857142857143,33.57142857142857,7,1.0,0.0,0.0,1.0,0.0,7,0,0,0,0,4,4,3,3,0,0,7,0,0,0,0,7,0,0,0,0,4,1,2,0.0,0.0,0.0,0.0,0.0,8.0,1.0,1.0
2020,5,211.0,44.125,28.125,8,1.0,0.0,1.0,0.0,0.0,6,0,1,0,1,6,6,2,2,0,0,5,1,0,0,2,6,0,0,0,2,5,0,3,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0
2020,5,212.0,47.46153846153846,26.153846153846153,13,2.0,0.0,0.0,2.0,0.0,11,0,1,0,1,10,10,3,3,0,0,11,1,0,0,1,11,0,0,0,2,7,2,4,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0
2020,5,213.0,35.55,30.5,10,6.0,0.0,1.0,5.0,0.0,6,0,3,0,1,8,8,2,2,0,0,7,3,0,0,0,9,0,0,0,1,8,1,1,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0
2020,5,214.0,33.9,30.0,5,0.0,0.0,0.0,0.0,0.0,3,0,2,0,0,5,5,0,0,0,0,3,2,0,0,0,4,0,0,0,1,5,0,0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
2020,5,215.0,36.69230769230769,27.692307692307693,13,2.0,0.0,0.0,1.0,1.0,9,1,3,0,0,9,9,4,4,0,0,8,4,0,0,1,10,0,0,1,2,10,1,2,0.0,0.0,0.0,1.0,0.0,21.0,1.0,0.0
2020,5,221.0,39.833333333333336,22.5,6,0.0,0.0,0.0,0.0,0.0,6,0,0,0,0,6,6,0,0,0,0,6,0,0,0,0,4,0,0,0,2,3,2,1,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
2020,5,222.0,48.55882352941177,28.529411764705884,17,1.0,0.0,0.0,0.0,1.0,15,0,1,0,1,13,13,4,4,0,0,15,1,0,0,1,14,0,0,0,3,14,1,2,0.0,0.0,0.0,1.0,0.0,27.0,0.0,0.0
2020,5,223.0,42.404761904761905,23.571428571428573,7,3.0,0.0,0.0,3.0,0.0,5,1,1,0,0,6,6,1,1,0,0,3,3,0,0,1,6,0,0,0,1,5,0,2,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0
