score,min_samples,eps,n_clusters
0.1679260724314048,38,0.17999999999999997,2
0.16787610179625584,15,0.13999999999999999,2
0.16729388368373743,30,0.1,1
0.1662227846124338,32,0.15999999999999998,2
0.1661379188838651,31,0.15999999999999998,2
0.16602475699858785,30,0.15999999999999998,2
0.1658861484957027,29,0.15999999999999998,2
0.1657482764243714,28,0.15999999999999998,2
0.1652570830639267,30,0.16999999999999998,2
0.16439858181502764,31,0.1,1
0.1640514272649905,16,0.15999999999999998,3
0.1631312471025159,19,0.13999999999999999,2
0.1630683718047022,31,0.16999999999999998,2
0.1628362434691452,23,0.15999999999999998,2
0.16255521296655343,23,0.14999999999999997,2
0.16244338189295665,13,0.1,2
0.1623220314591086,17,0.15999999999999998,3
0.16216120815288873,24,0.15999999999999998,2
0.1615959124112037,20,0.14999999999999997,2
0.16075357187935163,27,0.15999999999999998,2
0.1606526858245423,26,0.15999999999999998,2
0.16005917343945458,18,0.15999999999999998,3
0.159895906884298,32,0.1,1
0.15950684769038417,16,0.13999999999999999,2
0.15934104753236208,17,0.13999999999999999,2
0.158586880958969,22,0.14999999999999997,2
0.1584311183328998,32,0.16999999999999998,2
0.15823589150671794,21,0.14999999999999997,2
0.1580019469620576,18,0.13999999999999999,2
0.15723092721323353,12,0.12,3
0.1560406594910318,25,0.15999999999999998,2
0.15544206403870992,5,0.14999999999999997,4
0.15532596627763007,11,0.14999999999999997,3
0.1519572262797355,7,0.13999999999999999,5
0.1487982510815068,35,0.1,1
0.14528356820807248,36,0.1,1
0.14141833295368672,37,0.1,1
0.14097809543145404,13,0.13,4
0.14000100332862242,6,0.13999999999999999,7
0.13838989932188833,38,0.1,1
0.13531429161269642,39,0.1,1
0.12854040086155616,12,0.14999999999999997,4
0.12754400592135903,13,0.14999999999999997,4
0.1253115328972633,8,0.13999999999999999,8
0.12463355015743059,8,0.12,3
0.12189057025215175,10,0.13,3
0.12175426735910778,12,0.13999999999999999,4
0.12003103923989736,14,0.13,4
0.11737425972596867,14,0.14999999999999997,4
0.11568464536190558,10,0.13999999999999999,4
0.11562302933473644,11,0.13999999999999999,4
0.11399913538279301,15,0.15999999999999998,4
0.1124736520244121,9,0.13999999999999999,7
0.10322255076006391,16,0.12,4
0.09122630232793565,13,0.11,4
0.09073934842597181,9,0.11,6
0.08804186110534797,17,0.11,3
0.07344857143664996,20,0.11,2
0.07269651369734743,25,0.11,2
0.05838522652805671,7,0.15999999999999998,4
0.05452250907304679,12,0.1,3
0.04922896930428925,7,0.12,7
0.048141721147140916,10,0.12,4
0.04468625579742926,10,0.11,6
0.041209456661952304,6,0.17999999999999997,2
0.028848156058672757,8,0.15999999999999998,2
0.02149763805435319,9,0.12,4
0.018687403117410604,8,0.13,6
0.009987712163041663,14,0.1,3
0.00941610675347344,6,0.13,11
0.007630151777465065,11,0.11,4
0.006767167484117994,7,0.13,9
0.003164197414032565,8,0.14999999999999997,3
0.00113447196623661,7,0.14999999999999997,4
-0.00729188242232389,9,0.13,4
-0.016868770655643683,5,0.13,12
-0.021518309174362996,8,0.11,10
-0.02386023355988199,6,0.12,14
-0.023990955947453905,6,0.14999999999999997,4
-0.02405456407278877,6,0.11,9
-0.0352501636651637,33,0.1,2
-0.040725978932814995,34,0.1,2
-0.04108643751160745,5,0.13999999999999999,5
-0.07374110041896588,7,0.11,11
-0.08751308424175006,11,0.1,7
-0.09906434740056809,5,0.12,16
-0.12217146874622468,7,0.1,13
-0.12402893963300217,5,0.11,23
-0.13230530555365566,10,0.1,9
-0.13360950471806005,9,0.1,11
-0.1399850001267908,8,0.1,18
-0.22170628808416967,6,0.1,25
-0.2359506193759441,5,0.1,32
