CRASH_YEAR,CRASH_MONTH,BEAT_OF_OCCURRENCE,avg_age,avg_speed_limit,total_crashes,sum_injuries_total,sum_injuries_fatal,sum_injuries_incapacitating,sum_injuries_non_incapacitating,sum_injuries_reported_not_evident,sum_weather_category_clear,sum_weather_category_cloudy,sum_weather_category_rain,sum_weather_category_extreme,sum_weather_category_unknown,sum_lighting_category_daylight,sum_lighting_category_night,sum_lighting_category_unknown,sum_roadway_surface_category_dry,sum_roadway_surface_category_wet,sum_roadway_surface_category_snow,sum_roadway_surface_category_ice,sum_roadway_surface_category_unknown,sum_road_defect_category_no_defects,sum_road_defect_category_bad,sum_road_defect_category_defect,sum_road_defect_category_debris,sum_road_defect_category_unknown,sum_damage_category_high,sum_damage_category_low,sum_damage_category_medium,sum_gender_unknown,sum_gender_female,sum_gender_male,sum_category_motorcycle,sum_category_off-road/specialized,sum_category_passenger vehicle,sum_category_public transport,sum_category_truck/commercial
2018,6,1133.0,38.370370370370374,27.375,40,10.0,0.0,1.0,3.0,6.0,32,2,3,0,3,25,12,3,32,6,0,0,2,32,0,0,0,8,22,6,12,0.0,0.0,0.0,0.0,0.0,54.0,0.0,1.0
2018,6,1134.0,41.095238095238095,26.19047619047619,21,2.0,0.0,0.0,2.0,0.0,19,0,0,0,2,14,6,1,19,2,0,0,0,16,0,0,1,4,8,7,6,0.0,0.0,0.0,0.0,0.0,21.0,1.0,1.0
2018,6,1135.0,36.23809523809524,29.166666666666668,24,2.0,0.0,1.0,1.0,0.0,20,1,2,0,1,22,1,1,21,2,0,0,1,21,0,0,0,3,17,4,3,0.0,0.0,0.0,1.0,0.0,29.0,1.0,2.0
2018,6,1211.0,36.3421052631579,30.384615384615383,26,8.0,0.0,0.0,3.0,5.0,23,0,2,0,1,17,8,1,23,1,0,0,2,23,0,0,0,3,12,7,7,0.0,0.0,0.0,1.0,0.0,35.0,1.0,2.0
2018,6,1212.0,37.59615384615385,29.242424242424242,33,0.0,0.0,0.0,0.0,0.0,31,0,2,0,0,23,9,1,28,4,0,0,1,28,0,0,2,3,20,7,6,0.0,0.0,0.0,0.0,1.0,40.0,1.0,1.0
2018,6,1213.0,38.666666666666664,30.11904761904762,42,5.0,0.0,1.0,3.0,1.0,33,1,7,0,1,32,10,0,33,7,0,0,2,34,2,0,0,6,25,9,8,0.0,0.0,0.0,0.0,0.0,68.0,1.0,4.0
2018,6,1214.0,40.012077294685994,28.963414634146343,82,18.0,0.0,5.0,7.0,6.0,66,0,14,0,2,63,16,3,62,16,0,0,4,68,0,2,1,11,46,11,25,0.0,0.0,0.0,1.0,0.0,133.0,0.0,4.0
2018,6,1215.0,39.8,29.2,50,9.0,1.0,1.0,7.0,0.0,42,1,6,0,1,40,10,0,43,7,0,0,0,44,1,0,0,5,32,11,7,0.0,0.0,0.0,2.0,0.0,74.0,1.0,8.0
2018,6,1221.0,40.458333333333336,29.88372093023256,43,10.0,0.0,1.0,7.0,2.0,33,0,10,0,0,39,3,1,30,11,0,0,2,38,0,0,1,4,26,7,10,0.0,0.0,0.0,3.0,0.0,65.0,1.0,6.0
2018,6,1222.0,41.193548387096776,29.41176470588235,34,14.0,0.0,0.0,12.0,2.0,30,1,3,0,0,25,9,0,28,5,0,0,1,32,0,1,0,1,21,5,8,0.0,0.0,0.0,1.0,0.0,48.0,0.0,2.0
2018,6,1223.0,38.58,27.7027027027027,37,2.0,0.0,0.0,2.0,0.0,32,0,4,0,1,29,8,0,30,6,0,0,1,32,0,0,1,4,17,10,10,0.0,0.0,0.0,1.0,0.0,39.0,4.0,3.0
2018,6,1224.0,39.04,29.416666666666668,60,16.0,0.0,2.0,11.0,3.0,50,4,4,0,2,45,15,0,54,4,0,0,2,54,0,0,0,6,35,12,13,0.0,0.0,0.0,0.0,0.0,82.0,3.0,6.0
2018,6,1225.0,39.21875,29.183673469387756,49,9.0,0.0,0.0,8.0,1.0,39,2,6,0,2,42,7,0,37,9,0,0,3,46,1,0,0,2,31,7,11,0.0,0.0,0.0,0.0,0.0,75.0,1.0,9.0
2018,6,1231.0,42.16959064327485,28.507462686567163,67,7.0,0.0,2.0,4.0,1.0,54,3,10,0,0,50,15,2,55,10,0,0,2,58,3,1,0,5,32,9,26,0.0,0.0,0.0,1.0,0.0,98.0,1.0,4.0
2018,6,1232.0,42.08771929824561,29.080459770114942,87,9.0,0.0,1.0,6.0,2.0,72,2,9,3,1,73,14,0,74,11,0,0,2,81,1,1,0,4,40,20,27,0.0,0.0,0.0,0.0,0.0,129.0,1.0,8.0
2018,6,1233.0,40.23684210526316,28.91304347826087,46,8.0,0.0,0.0,6.0,2.0,38,4,3,0,1,36,9,1,41,3,0,0,2,43,0,0,0,3,27,7,12,0.0,0.0,0.0,0.0,0.0,61.0,0.0,7.0
2018,6,1234.0,39.36805555555556,28.636363636363637,33,0.0,0.0,0.0,0.0,0.0,30,1,2,0,0,27,6,0,30,2,0,0,1,32,0,0,0,1,18,5,10,0.0,0.0,0.0,0.0,0.0,46.0,0.0,5.0
2018,6,1235.0,39.372093023255815,29.8,50,5.0,0.0,0.0,2.0,3.0,38,3,8,0,1,42,7,1,39,9,0,0,2,46,0,0,0,4,34,5,11,0.0,0.0,0.0,0.0,0.0,78.0,0.0,9.0
2018,6,1411.0,36.609375,28.69047619047619,42,1.0,0.0,0.0,0.0,1.0,36,1,0,0,5,30,10,2,35,3,0,0,4,38,0,0,1,3,27,3,12,0.0,0.0,0.0,0.0,0.0,65.0,0.0,2.0
2018,6,1412.0,38.625,28.714285714285715,35,7.0,0.0,0.0,6.0,1.0,27,0,6,0,2,27,7,1,22,10,0,0,3,33,0,0,0,2,22,7,6,0.0,0.0,0.0,1.0,0.0,52.0,0.0,2.0
2018,6,1413.0,34.88333333333333,28.125,16,4.0,0.0,0.0,2.0,2.0,14,0,1,0,1,13,3,0,12,3,0,0,1,13,0,0,0,3,12,2,2,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
2018,6,1414.0,37.44444444444444,29.545454545454547,33,8.0,0.0,2.0,2.0,4.0,29,0,4,0,0,22,11,0,24,7,0,0,2,28,1,0,0,4,22,2,9,0.0,0.0,0.0,1.0,0.0,50.0,0.0,5.0
2018,6,1421.0,42.6,29.166666666666668,24,10.0,1.0,2.0,6.0,1.0,20,0,3,0,1,16,8,0,19,2,0,0,3,19,0,1,0,4,17,3,4,0.0,0.0,0.0,1.0,0.0,33.0,1.0,0.0
2018,6,1422.0,38.95238095238095,28.333333333333332,27,7.0,0.0,0.0,5.0,2.0,24,0,1,1,1,17,9,1,24,2,0,0,1,26,0,0,0,1,16,0,11,0.0,0.0,0.0,0.0,0.0,38.0,1.0,1.0
2018,6,1423.0,37.0,27.833333333333332,30,4.0,0.0,1.0,2.0,1.0,25,2,0,0,3,23,5,2,26,2,0,0,2,27,0,1,0,2,13,10,7,0.0,0.0,0.0,1.0,0.0,34.0,2.0,0.0
2018,6,1424.0,37.83333333333333,28.375,40,6.0,0.0,1.0,5.0,0.0,31,1,6,0,2,30,8,2,30,8,0,0,2,33,1,0,2,4,26,6,8,0.0,0.0,0.0,1.0,0.0,48.0,1.0,3.0
2018,6,1431.0,35.90972222222222,29.193548387096776,31,3.0,0.0,0.0,2.0,1.0,24,3,1,0,3,23,7,1,24,4,0,0,3,26,1,0,0,4,20,5,6,0.0,0.0,0.0,0.0,0.0,45.0,1.0,0.0
2018,6,1432.0,38.29666666666667,29.322033898305083,59,9.0,0.0,2.0,4.0,3.0,52,0,5,0,2,50,8,1,51,5,0,0,3,51,0,0,1,7,30,9,20,0.0,0.0,0.0,3.0,0.0,93.0,0.0,5.0
2018,6,1433.0,40.31666666666667,28.545454545454547,55,8.0,0.0,0.0,7.0,1.0,46,3,6,0,0,48,7,0,48,5,0,0,2,44,0,1,1,9,26,13,16,0.0,0.0,0.0,0.0,0.0,65.0,3.0,11.0
2018,6,1434.0,40.7972972972973,29.06779661016949,59,10.0,0.0,0.0,5.0,5.0,44,1,13,0,1,44,12,3,45,11,0,0,3,57,0,0,0,2,25,16,18,0.0,0.0,0.0,1.0,0.0,73.0,1.0,3.0
2018,6,1511.0,38.27272727272727,29.0,20,7.0,0.0,1.0,3.0,3.0,16,0,3,0,1,15,4,1,15,3,0,0,2,17,0,0,0,3,12,2,6,0.0,0.0,0.0,1.0,0.0,27.0,0.0,0.0
2018,6,1512.0,41.07692307692308,30.0,18,5.0,0.0,0.0,5.0,0.0,13,2,2,0,1,12,5,1,13,3,0,0,2,14,0,0,1,3,13,0,5,0.0,0.0,0.0,0.0,0.0,23.0,1.0,0.0
2018,6,1513.0,36.69097222222222,28.38235294117647,34,4.0,0.0,1.0,3.0,0.0,27,0,6,0,1,23,11,0,25,7,1,0,1,27,0,0,0,7,19,2,13,0.0,0.0,0.0,0.0,0.0,47.0,2.0,1.0
2018,6,1522.0,42.25,28.38235294117647,34,5.0,0.0,0.0,3.0,2.0,31,0,1,0,2,20,13,1,29,3,0,0,2,29,0,1,1,3,23,4,7,0.0,0.0,0.0,0.0,0.0,42.0,0.0,1.0
2018,6,1523.0,41.53947368421053,30.6,25,4.0,0.0,0.0,1.0,3.0,18,0,4,0,3,16,7,2,19,3,0,0,3,19,0,0,0,6,14,3,8,0.0,0.0,0.0,0.0,0.0,40.0,1.0,0.0
2018,6,1524.0,40.8125,28.695652173913043,23,9.0,0.0,0.0,7.0,2.0,19,1,2,0,1,17,5,1,19,3,0,0,1,18,0,0,0,5,18,1,4,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0
2018,6,1531.0,40.91666666666667,26.764705882352942,17,4.0,0.0,0.0,2.0,2.0,17,0,0,0,0,11,4,2,16,0,0,0,1,17,0,0,0,0,8,1,8,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0
2018,6,1532.0,38.733333333333334,30.434782608695652,23,9.0,0.0,0.0,6.0,3.0,20,1,2,0,0,14,9,0,20,3,0,0,0,21,0,0,0,2,16,3,4,0.0,0.0,0.0,0.0,0.0,34.0,1.0,2.0
2018,6,1533.0,39.35238095238095,29.11764705882353,51,16.0,0.0,2.0,5.0,9.0,43,2,5,0,1,33,17,1,42,8,0,0,1,45,1,1,1,3,32,4,15,0.0,0.0,0.0,0.0,0.0,65.0,2.0,3.0
2018,6,1611.0,42.58333333333333,28.854166666666668,48,7.0,0.0,1.0,5.0,1.0,30,1,15,0,2,33,13,2,30,15,0,0,3,39,0,0,2,7,33,8,7,0.0,0.0,0.0,1.0,0.0,67.0,0.0,3.0
2018,6,1612.0,46.46666666666667,29.571428571428573,35,8.0,0.0,1.0,6.0,1.0,27,1,5,0,2,26,7,2,29,6,0,0,0,28,0,1,1,5,21,4,10,0.0,0.0,0.0,0.0,0.0,50.0,0.0,2.0
2018,6,1613.0,45.072916666666664,27.428571428571427,35,5.0,0.0,1.0,4.0,0.0,29,0,6,0,0,29,6,0,28,7,0,0,0,30,0,0,0,5,28,3,4,0.0,0.0,0.0,1.0,0.0,57.0,0.0,2.0
2018,6,1614.0,38.732142857142854,29.166666666666668,30,3.0,0.0,0.0,0.0,3.0,26,1,3,0,0,22,8,0,26,4,0,0,0,28,1,0,0,1,14,2,14,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0
2018,6,1621.0,42.533816425120776,30.06756756756757,74,17.0,0.0,3.0,10.0,4.0,63,1,7,0,3,59,13,2,63,7,0,0,4,59,0,0,2,13,49,15,10,0.0,0.0,0.0,1.0,0.0,131.0,1.0,3.0
2018,6,1622.0,40.80790960451977,29.705882352941178,68,10.0,0.0,1.0,4.0,5.0,54,2,8,0,4,55,10,3,54,10,0,0,4,60,0,0,0,8,41,6,21,0.0,0.0,0.0,1.0,0.0,121.0,0.0,2.0
2018,6,1623.0,41.924338624338624,28.866666666666667,75,12.0,0.0,2.0,5.0,5.0,55,5,13,0,2,64,9,2,54,17,0,0,4,66,0,0,0,9,48,6,21,0.0,0.0,0.0,2.0,0.0,123.0,2.0,9.0
2018,6,1624.0,43.63945578231293,29.112903225806452,62,8.0,0.0,2.0,6.0,0.0,51,2,5,0,4,47,11,4,50,8,0,0,4,51,0,1,0,10,35,10,17,0.0,0.0,0.0,2.0,0.0,92.0,0.0,3.0
2018,6,1631.0,39.12777777777777,30.0,40,9.0,0.0,1.0,4.0,4.0,31,2,4,0,3,28,8,4,26,9,0,0,5,31,0,0,0,9,23,4,13,0.0,0.0,0.0,0.0,0.0,53.0,0.0,1.0
2018,6,1632.0,36.35507246376812,28.035714285714285,56,14.0,0.0,2.0,8.0,4.0,48,2,4,0,2,46,8,2,45,7,0,0,4,45,0,1,0,10,33,4,19,0.0,0.0,0.0,1.0,0.0,84.0,1.0,3.0
2018,6,1633.0,40.12222222222222,27.90909090909091,55,12.0,0.0,1.0,7.0,4.0,46,2,5,0,2,37,16,2,45,7,0,0,3,47,1,1,0,6,28,6,21,0.0,0.0,0.0,1.0,0.0,78.0,0.0,0.0
2018,6,1634.0,42.638888888888886,28.666666666666668,30,5.0,0.0,1.0,4.0,0.0,21,2,5,0,2,22,6,2,23,5,0,0,2,26,0,0,0,4,21,2,7,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0
2018,6,1654.0,41.166666666666664,36.666666666666664,3,0.0,0.0,0.0,0.0,0.0,2,0,0,0,1,1,1,1,2,0,0,0,1,3,0,0,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
2018,6,1711.0,42.01322751322751,29.295774647887324,71,17.0,0.0,3.0,7.0,7.0,54,2,13,0,2,59,11,1,54,13,0,0,4,60,0,0,3,8,47,7,17,0.0,0.0,0.0,1.0,0.0,122.0,0.0,0.0
2018,6,1712.0,39.69230769230769,28.75,48,13.0,0.0,0.0,10.0,3.0,40,1,5,1,1,38,9,1,38,8,0,0,2,36,1,0,0,11,29,7,12,0.0,0.0,0.0,2.0,0.0,72.0,0.0,2.0
2018,6,1713.0,38.645833333333336,28.333333333333332,27,3.0,0.0,0.0,1.0,2.0,24,0,1,0,2,17,8,2,21,3,0,0,3,20,0,0,0,7,13,7,7,0.0,0.0,0.0,0.0,0.0,28.0,0.0,1.0
2018,6,1722.0,39.07065217391305,27.45614035087719,57,7.0,0.0,0.0,4.0,3.0,47,4,5,0,1,48,9,0,44,8,0,0,5,48,2,0,1,6,33,5,19,0.0,0.0,0.0,0.0,0.0,94.0,0.0,4.0
2018,6,1723.0,40.228070175438596,28.852459016393443,61,9.0,0.0,3.0,5.0,1.0,43,2,10,0,6,42,16,3,38,14,0,0,9,48,0,1,0,12,41,3,17,0.0,0.0,0.0,1.0,0.0,75.0,0.0,3.0
2018,6,1724.0,38.03703703703704,28.035714285714285,28,12.0,0.0,2.0,5.0,5.0,19,1,5,1,2,18,8,2,18,5,0,0,5,23,0,1,0,4,11,7,10,0.0,0.0,0.0,1.0,0.0,32.0,0.0,2.0
2018,6,1731.0,39.1025641025641,26.973684210526315,38,6.0,0.0,2.0,1.0,3.0,30,2,5,0,1,28,9,1,29,8,0,0,1,34,0,0,1,3,19,5,14,0.0,0.0,0.0,0.0,0.0,50.0,0.0,2.0
2018,6,1732.0,40.73758865248227,28.596491228070175,57,11.0,0.0,0.0,7.0,4.0,51,1,1,2,2,40,16,1,52,3,0,0,2,49,1,0,0,7,35,8,14,0.0,0.0,0.0,3.0,0.0,85.0,0.0,2.0
2018,6,1733.0,41.85416666666667,28.0,50,9.0,0.0,1.0,8.0,0.0,40,2,7,0,1,36,12,2,42,7,0,0,1,46,0,0,2,2,29,7,14,0.0,0.0,0.0,2.0,0.0,69.0,0.0,2.0
2018,6,1811.0,38.89080459770115,28.194444444444443,36,9.0,0.0,0.0,6.0,3.0,29,0,4,1,2,30,5,1,29,4,0,0,3,31,0,1,1,3,20,9,7,0.0,0.0,0.0,0.0,0.0,53.0,1.0,5.0
2018,6,1812.0,41.75,28.043478260869566,23,0.0,0.0,0.0,0.0,0.0,21,1,0,0,1,17,5,1,20,2,0,0,1,19,0,1,1,2,10,6,7,0.0,0.0,0.0,0.0,0.0,27.0,0.0,5.0
2018,6,1813.0,39.69230769230769,28.055555555555557,18,0.0,0.0,0.0,0.0,0.0,15,0,3,0,0,13,5,0,15,3,0,0,0,16,0,0,0,2,12,2,4,0.0,0.0,0.0,0.0,0.0,20.0,0.0,3.0
2018,6,1814.0,39.74786324786325,32.12765957446808,47,8.0,0.0,1.0,4.0,3.0,38,2,6,1,0,31,15,1,36,7,0,0,4,40,0,0,0,7,16,12,19,0.0,0.0,0.0,0.0,0.0,75.0,2.0,1.0
2018,6,1821.0,36.31818181818182,28.8,25,2.0,0.0,0.0,2.0,0.0,19,0,4,0,2,19,4,2,19,4,0,0,2,23,0,0,0,2,10,5,10,0.0,0.0,0.0,0.0,0.0,38.0,1.0,0.0
2018,6,1822.0,41.735632183908045,27.105263157894736,38,5.0,0.0,0.0,5.0,0.0,30,1,6,1,0,31,7,0,31,7,0,0,0,38,0,0,0,0,24,4,10,0.0,0.0,0.0,0.0,0.0,48.0,2.0,5.0
2018,6,1823.0,41.15277777777778,27.666666666666668,15,3.0,0.0,0.0,2.0,1.0,11,1,2,0,1,13,1,1,12,2,0,0,1,14,0,0,0,1,8,3,4,0.0,0.0,0.0,0.0,0.0,21.0,0.0,1.0
2018,6,1824.0,38.58712121212121,32.36842105263158,57,9.0,0.0,3.0,3.0,3.0,46,1,8,0,2,38,15,4,46,9,0,0,2,50,0,1,0,6,33,4,20,0.0,0.0,0.0,2.0,0.0,83.0,1.0,3.0
2018,6,1831.0,41.23867313915857,29.705882352941178,119,22.0,1.0,4.0,8.0,9.0,94,2,21,0,2,89,27,3,93,23,0,0,3,103,1,0,1,14,51,19,49,0.0,0.0,0.0,2.0,0.0,192.0,2.0,11.0
2018,6,1832.0,41.9113475177305,29.210526315789473,57,7.0,0.0,1.0,2.0,4.0,46,0,10,0,1,44,13,0,44,11,0,0,2,52,0,0,1,4,30,10,17,0.0,0.0,0.0,1.0,0.0,87.0,1.0,1.0
2018,6,1833.0,40.1525641025641,30.89041095890411,73,11.0,0.0,4.0,5.0,2.0,57,3,13,0,0,52,21,0,56,15,0,0,2,63,0,2,0,8,35,14,24,0.0,0.0,0.0,1.0,0.0,111.0,6.0,3.0
2018,6,1834.0,41.34010840108401,28.766666666666666,150,41.0,0.0,4.0,25.0,12.0,124,3,16,4,3,109,36,5,123,20,0,0,7,130,4,1,1,14,75,26,49,0.0,0.0,0.0,1.0,0.0,216.0,11.0,12.0
2018,6,1911.0,42.65,28.3,50,9.0,0.0,2.0,4.0,3.0,38,2,5,1,4,37,8,5,39,7,0,0,4,40,0,0,0,10,29,9,12,0.0,0.0,0.0,1.0,0.0,67.0,1.0,5.0
2018,6,1912.0,41.98529411764706,28.875,40,9.0,0.0,2.0,3.0,4.0,32,3,3,0,2,34,4,2,29,5,0,0,6,26,1,0,0,13,20,5,15,0.0,0.0,0.0,0.0,0.0,58.0,0.0,2.0
2018,6,1913.0,34.0,25.58823529411765,17,4.0,0.0,0.0,4.0,0.0,15,1,0,0,1,12,5,0,16,1,0,0,0,15,0,0,0,2,12,0,5,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0
2018,6,1914.0,35.20476190476191,27.36842105263158,38,6.0,0.0,0.0,4.0,2.0,29,1,5,0,3,27,9,2,23,11,0,0,4,30,0,0,0,8,24,4,10,0.0,0.0,0.0,0.0,0.0,49.0,1.0,3.0
2018,6,1915.0,39.869565217391305,29.6875,32,6.0,0.0,2.0,4.0,0.0,24,1,2,0,5,22,6,4,23,2,0,0,7,20,0,0,0,12,19,6,7,0.0,0.0,0.0,1.0,0.0,37.0,1.0,2.0
2018,6,1921.0,40.0609756097561,28.173076923076923,52,7.0,0.0,0.0,4.0,3.0,40,5,5,0,2,40,10,2,38,9,0,0,5,45,0,1,0,6,29,8,15,0.0,0.0,0.0,1.0,0.0,72.0,4.0,4.0
2018,6,1922.0,42.0177304964539,28.916666666666668,60,9.0,0.0,2.0,3.0,4.0,52,1,5,0,2,49,9,2,48,5,0,0,7,45,0,0,0,15,33,14,13,0.0,0.0,0.0,0.0,0.0,79.0,2.0,7.0
2018,6,1923.0,41.86904761904761,28.10810810810811,37,5.0,0.0,0.0,5.0,0.0,32,0,3,0,2,26,10,1,27,3,0,0,7,26,0,0,0,11,16,10,11,0.0,0.0,0.0,0.0,0.0,45.0,0.0,5.0
2018,6,1924.0,36.333333333333336,29.285714285714285,21,3.0,0.0,0.0,2.0,1.0,15,0,4,0,2,9,11,1,14,4,0,0,3,18,0,0,0,3,6,6,9,0.0,0.0,0.0,0.0,0.0,24.0,1.0,2.0
2018,6,1925.0,39.57344632768362,30.91549295774648,71,14.0,0.0,1.0,5.0,8.0,53,0,12,1,5,45,22,4,44,13,0,0,14,49,1,0,0,21,33,12,26,0.0,0.0,0.0,2.0,0.0,103.0,5.0,3.0
2018,6,1931.0,37.31666666666667,28.452380952380953,42,3.0,0.0,0.0,0.0,3.0,31,1,6,1,3,33,7,2,31,7,0,0,4,34,0,1,0,7,19,5,18,0.0,0.0,0.0,0.0,0.0,62.0,1.0,7.0
2018,6,1932.0,39.016666666666666,29.074074074074073,27,4.0,0.0,0.0,4.0,0.0,24,0,2,0,1,24,2,1,22,3,0,0,2,22,0,0,1,4,12,5,10,0.0,0.0,0.0,1.0,0.0,39.0,0.0,3.0
2018,6,1933.0,39.25,27.22222222222222,27,3.0,0.0,0.0,1.0,2.0,20,0,3,0,4,19,5,3,17,3,0,0,7,16,0,0,0,11,5,9,13,0.0,0.0,0.0,0.0,0.0,26.0,2.0,1.0
2018,6,1934.0,39.223684210526315,29.0,45,6.0,0.0,1.0,4.0,1.0,28,6,7,0,4,31,12,2,27,7,0,0,11,31,0,0,0,14,21,8,16,0.0,0.0,0.0,0.0,0.0,62.0,3.0,3.0
2018,6,1935.0,39.8974358974359,30.2,50,8.0,0.0,0.0,7.0,1.0,37,0,4,2,7,35,14,1,33,7,0,0,10,38,0,0,1,11,23,12,15,0.0,0.0,0.0,1.0,0.0,58.0,3.0,3.0
2018,6,2011.0,43.71111111111111,28.727272727272727,55,11.0,0.0,2.0,5.0,4.0,49,0,4,0,2,45,8,2,43,4,1,0,7,44,0,0,0,11,36,6,13,0.0,0.0,0.0,1.0,0.0,72.0,5.0,6.0
2018,6,2012.0,38.33870967741935,26.41025641025641,39,4.0,0.0,0.0,1.0,3.0,31,0,6,0,2,28,9,2,31,7,0,0,1,36,0,0,0,3,23,4,12,0.0,0.0,0.0,0.0,0.0,50.0,1.0,2.0
2018,6,2013.0,38.65277777777778,29.523809523809526,42,11.0,0.0,3.0,3.0,5.0,36,0,4,0,2,36,5,1,35,6,0,0,1,40,0,0,0,2,23,3,16,0.0,0.0,0.0,0.0,0.0,67.0,1.0,3.0
2018,6,2022.0,40.983870967741936,30.714285714285715,35,3.0,0.0,0.0,2.0,1.0,29,1,3,1,1,26,7,2,28,4,1,0,2,29,0,0,0,6,20,3,12,0.0,0.0,0.0,0.0,0.0,61.0,0.0,2.0
2018,6,2023.0,39.0,29.6875,16,4.0,0.0,1.0,1.0,2.0,13,0,2,0,1,11,5,0,11,4,0,0,1,14,0,0,0,2,10,4,2,0.0,0.0,0.0,0.0,0.0,25.0,0.0,1.0
2018,6,2024.0,36.34375,25.263157894736842,19,5.0,0.0,0.0,4.0,1.0,16,0,2,0,1,12,6,1,12,3,0,0,4,13,0,0,0,6,9,7,3,0.0,0.0,0.0,0.0,0.0,27.0,0.0,1.0
2018,6,2031.0,42.44736842105263,27.857142857142858,21,5.0,0.0,0.0,3.0,2.0,16,1,3,0,1,17,3,1,14,4,0,0,3,16,0,0,0,5,12,4,5,0.0,0.0,0.0,0.0,0.0,33.0,1.0,2.0
2018,6,2032.0,43.983333333333334,25.869565217391305,23,3.0,0.0,0.0,1.0,2.0,17,1,5,0,0,21,2,0,16,6,0,0,1,15,1,0,0,7,13,5,5,0.0,0.0,0.0,0.0,0.0,39.0,0.0,2.0
2018,6,2033.0,43.34375,25.0,20,2.0,0.0,0.0,1.0,1.0,19,0,1,0,0,19,1,0,19,1,0,0,0,15,1,0,0,4,9,4,7,0.0,0.0,0.0,0.0,0.0,25.0,0.0,4.0
2018,6,2211.0,41.14242424242425,28.106060606060606,66,4.0,0.0,0.0,2.0,2.0,49,4,6,0,7,50,14,2,47,9,0,0,10,56,0,0,1,9,43,4,19,0.0,0.0,0.0,0.0,0.0,98.0,1.0,0.0
2018,6,2212.0,43.70982142857143,28.26086956521739,69,21.0,0.0,1.0,11.0,9.0,57,3,6,0,3,51,12,6,57,7,0,0,5,66,0,0,0,3,44,8,17,0.0,0.0,0.0,0.0,0.0,94.0,0.0,3.0
2018,6,2213.0,46.5343137254902,27.926829268292682,41,14.0,0.0,0.0,9.0,5.0,34,1,5,0,1,34,5,2,33,6,0,0,2,38,0,0,0,3,23,9,9,0.0,0.0,0.0,0.0,0.0,57.0,3.0,0.0
2018,6,2221.0,45.25416666666667,27.934782608695652,46,10.0,0.0,0.0,6.0,4.0,35,4,4,0,3,34,10,2,38,5,0,0,3,38,1,1,0,6,25,8,13,0.0,0.0,0.0,0.0,1.0,65.0,2.0,1.0
2018,6,2222.0,46.42857142857143,26.73076923076923,26,2.0,0.0,0.0,2.0,0.0,18,2,5,0,1,18,8,0,18,7,0,0,1,21,0,1,0,4,14,2,10,0.0,0.0,0.0,0.0,0.0,36.0,0.0,1.0
2018,6,2223.0,40.64795918367347,29.913793103448278,58,10.0,0.0,2.0,4.0,4.0,44,2,9,1,2,39,17,2,47,9,0,0,2,50,0,1,0,7,41,5,12,0.0,0.0,0.0,0.0,0.0,91.0,4.0,2.0
2018,6,2232.0,39.44252873563218,29.242424242424242,33,12.0,0.0,2.0,4.0,6.0,28,0,5,0,0,26,7,0,25,7,0,0,1,29,2,0,0,2,23,5,5,0.0,0.0,0.0,1.0,0.0,47.0,0.0,2.0
2018,6,2233.0,44.63333333333333,29.75,20,3.0,0.0,1.0,2.0,0.0,17,1,1,0,1,16,4,0,18,1,0,0,1,17,0,0,1,2,9,3,8,0.0,0.0,0.0,0.0,0.0,21.0,2.0,0.0
2018,6,2234.0,43.33333333333333,25.0,33,10.0,0.0,0.0,4.0,6.0,21,2,6,0,4,21,9,3,24,7,0,0,2,29,0,1,0,3,22,4,7,0.0,0.0,0.0,0.0,0.0,52.0,2.0,0.0
2018,6,2411.0,43.92559523809524,27.38095238095238,63,9.0,0.0,0.0,7.0,2.0,55,1,5,0,2,51,11,1,55,5,0,0,3,51,0,0,0,12,29,10,24,0.0,0.0,0.0,0.0,0.0,106.0,1.0,1.0
2018,6,2412.0,41.23717948717949,27.0,50,9.0,0.0,1.0,6.0,2.0,40,3,3,0,4,38,10,2,41,4,0,0,5,40,0,0,0,10,23,10,17,0.0,0.0,0.0,0.0,0.0,74.0,2.0,2.0
2018,6,2413.0,41.1,26.785714285714285,84,14.0,0.0,0.0,10.0,4.0,77,1,4,0,2,65,19,0,71,7,0,0,6,65,1,3,1,14,54,9,21,0.0,0.0,0.0,0.0,0.0,120.0,2.0,4.0
2018,6,2422.0,40.77272727272727,26.25,20,0.0,0.0,0.0,0.0,0.0,14,1,2,0,3,14,4,2,14,3,0,0,3,18,0,0,0,2,10,3,7,0.0,0.0,0.0,0.0,0.0,17.0,0.0,3.0
2018,6,2423.0,34.84313725490196,25.90909090909091,22,1.0,0.0,0.0,1.0,0.0,15,0,2,0,5,17,1,4,13,2,0,0,7,17,0,0,0,5,15,2,5,0.0,0.0,0.0,0.0,0.0,28.0,2.0,0.0
2018,6,2424.0,41.89655172413793,27.38095238095238,42,6.0,0.0,0.0,5.0,1.0,35,0,4,0,3,30,11,1,32,5,0,0,5,36,0,0,0,6,15,6,21,0.0,0.0,0.0,0.0,0.0,50.0,0.0,2.0
