CRASH_YEAR,CRASH_MONTH,BEAT_OF_OCCURRENCE,avg_age,avg_speed_limit,total_crashes,sum_injuries_total,sum_injuries_fatal,sum_injuries_incapacitating,sum_injuries_non_incapacitating,sum_injuries_reported_not_evident,sum_weather_category_clear,sum_weather_category_cloudy,sum_weather_category_rain,sum_weather_category_extreme,sum_weather_category_unknown,sum_lighting_category_daylight,sum_lighting_category_night,sum_lighting_category_unknown,sum_roadway_surface_category_dry,sum_roadway_surface_category_wet,sum_roadway_surface_category_snow,sum_roadway_surface_category_ice,sum_roadway_surface_category_unknown,sum_road_defect_category_no_defects,sum_road_defect_category_bad,sum_road_defect_category_defect,sum_road_defect_category_debris,sum_road_defect_category_unknown,sum_damage_category_high,sum_damage_category_low,sum_damage_category_medium,sum_gender_unknown,sum_gender_female,sum_gender_male,sum_category_motorcycle,sum_category_off-road/specialized,sum_category_passenger vehicle,sum_category_public transport,sum_category_truck/commercial
2020,6,1924.0,35.15,26.764705882352942,17,2.0,0.0,1.0,0.0,1.0,14,0,0,0,3,9,7,1,13,0,0,0,4,12,0,0,0,5,7,4,6,0.0,0.0,0.0,0.0,0.0,17.0,1.0,1.0
2020,6,1925.0,40.82,30.517241379310345,29,5.0,0.0,3.0,2.0,0.0,27,0,0,0,2,20,8,1,23,1,0,0,5,20,0,0,0,9,16,4,9,0.0,0.0,0.0,0.0,0.0,39.0,1.0,1.0
2020,6,1931.0,40.979166666666664,28.26923076923077,26,1.0,0.0,0.0,1.0,0.0,21,0,4,0,1,24,1,1,20,4,0,0,2,19,1,0,0,6,13,4,9,0.0,0.0,0.0,0.0,0.0,29.0,1.0,8.0
2020,6,1932.0,38.583333333333336,30.714285714285715,14,3.0,0.0,0.0,3.0,0.0,11,1,0,0,2,13,1,0,9,0,0,0,5,8,0,0,0,6,7,4,3,0.0,0.0,0.0,0.0,0.0,17.0,0.0,1.0
2020,6,1933.0,34.6875,29.210526315789473,19,4.0,0.0,2.0,2.0,0.0,16,0,1,0,2,15,3,1,14,2,0,0,3,15,0,0,0,4,9,3,7,0.0,0.0,0.0,0.0,0.0,21.0,1.0,3.0
2020,6,1934.0,42.515151515151516,29.642857142857142,28,16.0,0.0,2.0,9.0,5.0,23,0,3,0,2,21,4,3,17,3,0,0,8,18,0,0,0,10,14,4,10,0.0,0.0,0.0,0.0,0.0,39.0,0.0,2.0
2020,6,1935.0,41.708333333333336,28.529411764705884,17,1.0,0.0,0.0,1.0,0.0,14,1,0,0,2,14,3,0,14,1,0,0,2,12,1,0,0,4,9,3,5,0.0,0.0,0.0,0.0,0.0,18.0,0.0,2.0
2020,6,2011.0,48.673611111111114,26.071428571428573,28,9.0,0.0,0.0,4.0,5.0,26,0,1,0,1,23,5,0,25,2,0,0,1,25,0,0,0,3,14,4,10,0.0,0.0,0.0,1.0,0.0,47.0,0.0,1.0
2020,6,2012.0,39.61538461538461,29.41176470588235,17,2.0,0.0,0.0,1.0,1.0,15,0,0,0,2,13,3,1,13,1,0,0,3,13,0,0,0,4,8,3,6,0.0,0.0,0.0,0.0,0.0,18.0,1.0,2.0
2020,6,2013.0,40.458333333333336,25.3125,16,4.0,0.0,1.0,1.0,2.0,14,0,2,0,0,13,3,0,14,2,0,0,0,14,0,0,0,2,8,4,4,0.0,0.0,0.0,0.0,0.0,21.0,0.0,1.0
2020,6,2022.0,42.0,27.727272727272727,11,1.0,0.0,0.0,1.0,0.0,11,0,0,0,0,8,3,0,10,0,0,0,1,11,0,0,0,0,5,3,3,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0
2020,6,2023.0,38.875,25.555555555555557,9,4.0,0.0,0.0,3.0,1.0,9,0,0,0,0,8,1,0,9,0,0,0,0,9,0,0,0,0,8,1,0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0
2020,6,2024.0,42.666666666666664,33.0,5,2.0,0.0,0.0,0.0,2.0,5,0,0,0,0,3,2,0,5,0,0,0,0,3,1,0,0,1,1,3,1,0.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0
2020,6,2031.0,41.25,28.61111111111111,18,2.0,0.0,0.0,1.0,1.0,14,0,4,0,0,16,2,0,12,4,0,0,2,13,0,0,0,5,10,3,5,0.0,0.0,0.0,0.0,0.0,23.0,0.0,1.0
2020,6,2032.0,32.625,25.833333333333332,6,1.0,0.0,0.0,1.0,0.0,4,0,1,0,1,4,1,1,4,1,0,0,1,2,0,0,0,4,3,0,3,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
2020,6,2033.0,46.05555555555556,25.3125,16,1.0,0.0,0.0,0.0,1.0,13,1,1,0,1,13,2,1,12,1,0,0,3,11,0,0,0,5,10,4,2,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0
2020,6,2211.0,39.86666666666667,27.8125,48,8.0,0.0,0.0,6.0,2.0,43,0,4,0,1,39,8,1,42,5,0,0,1,46,0,0,0,2,29,7,12,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0
2020,6,2212.0,43.08974358974359,27.9,50,8.0,0.0,0.0,7.0,1.0,45,1,1,0,3,40,7,3,44,4,0,0,2,40,0,0,2,8,34,3,13,0.0,0.0,0.0,1.0,0.0,68.0,1.0,1.0
2020,6,2213.0,45.69230769230769,27.11111111111111,45,4.0,0.0,0.0,3.0,1.0,43,0,2,0,0,40,5,0,42,3,0,0,0,43,0,0,0,2,24,8,13,0.0,0.0,0.0,0.0,0.0,66.0,1.0,5.0
2020,6,2221.0,43.94642857142857,30.24590163934426,61,20.0,0.0,0.0,13.0,7.0,55,0,5,0,1,53,7,1,54,6,0,0,1,49,0,1,0,11,40,8,13,0.0,0.0,0.0,1.0,0.0,91.0,3.0,5.0
2020,6,2222.0,42.02173913043478,29.482758620689655,29,9.0,0.0,0.0,4.0,5.0,27,0,1,0,1,21,8,0,23,4,0,0,2,23,1,0,0,5,24,2,3,0.0,0.0,0.0,0.0,0.0,44.0,0.0,1.0
2020,6,2223.0,39.863247863247864,28.365384615384617,52,14.0,0.0,2.0,7.0,5.0,44,1,4,0,3,39,12,1,44,5,0,0,3,46,0,1,0,5,35,6,11,0.0,0.0,0.0,0.0,0.0,73.0,3.0,4.0
2020,6,2232.0,39.75555555555556,29.714285714285715,35,11.0,0.0,0.0,8.0,3.0,35,0,0,0,0,31,4,0,34,0,0,0,1,29,1,1,0,4,25,2,8,0.0,0.0,0.0,0.0,0.0,63.0,0.0,1.0
2020,6,2233.0,40.89473684210526,27.06896551724138,29,5.0,0.0,1.0,3.0,1.0,25,1,2,0,1,19,9,1,26,3,0,0,0,25,1,0,0,3,18,2,9,0.0,0.0,0.0,0.0,0.0,33.0,4.0,1.0
2020,6,2234.0,39.36666666666667,27.83783783783784,37,2.0,0.0,0.0,1.0,1.0,31,0,2,0,4,26,9,2,32,2,0,0,3,32,1,0,0,4,19,8,10,0.0,0.0,0.0,0.0,0.0,49.0,0.0,2.0
2020,6,2411.0,39.14473684210526,27.11111111111111,45,10.0,0.0,0.0,2.0,8.0,34,1,5,0,5,33,9,3,29,8,0,0,8,32,0,0,1,12,26,2,17,0.0,0.0,0.0,1.0,0.0,64.0,0.0,3.0
2020,6,2412.0,39.96153846153846,24.318181818181817,22,3.0,0.0,0.0,2.0,1.0,14,1,5,0,2,17,5,0,15,5,0,0,2,9,0,0,1,12,13,2,7,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0
2020,6,2413.0,42.36036036036036,25.9375,48,8.0,0.0,1.0,6.0,1.0,43,0,4,0,1,38,9,1,41,4,0,0,3,33,0,0,1,14,25,9,14,0.0,0.0,0.0,0.0,0.0,62.0,1.0,1.0
2020,6,2422.0,38.733333333333334,26.25,16,3.0,0.0,0.0,1.0,2.0,10,0,4,0,2,11,5,0,9,5,0,0,2,11,0,0,1,4,9,2,5,0.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0
2020,6,2423.0,36.38333333333333,25.76923076923077,13,4.0,0.0,0.0,1.0,3.0,12,0,1,0,0,9,4,0,11,1,0,0,1,12,0,0,0,1,6,4,3,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0
2020,6,2424.0,40.921052631578945,26.666666666666668,24,4.0,1.0,0.0,3.0,0.0,20,0,1,0,3,18,4,2,19,2,0,0,3,20,0,0,0,4,11,3,10,0.0,0.0,0.0,1.0,0.0,37.0,0.0,0.0
2020,6,2431.0,42.5,27.5,8,3.0,0.0,1.0,2.0,0.0,7,0,0,0,1,5,3,0,7,0,0,0,1,6,0,0,0,2,5,1,2,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
2020,6,2432.0,35.6764705882353,26.0,20,1.0,0.0,0.0,1.0,0.0,17,0,2,0,1,16,3,1,17,2,0,0,1,14,0,1,0,5,14,3,3,0.0,0.0,0.0,0.0,0.0,32.0,0.0,1.0
2020,6,2433.0,43.0625,25.454545454545453,22,2.0,0.0,1.0,1.0,0.0,18,0,1,0,3,19,2,1,18,2,0,0,2,17,0,1,0,4,12,5,5,0.0,0.0,0.0,0.0,0.0,23.0,0.0,2.0
2020,6,2511.0,36.108695652173914,29.03846153846154,26,2.0,0.0,0.0,1.0,1.0,23,0,2,0,1,19,7,0,21,2,0,0,3,23,0,0,0,3,17,4,5,0.0,0.0,0.0,1.0,0.0,41.0,0.0,1.0
2020,6,2512.0,39.24390243902439,28.46153846153846,52,6.0,0.0,0.0,3.0,3.0,42,0,8,0,2,37,14,1,42,8,0,0,2,44,0,0,0,8,27,11,14,0.0,0.0,0.0,1.0,0.0,72.0,0.0,4.0
2020,6,2513.0,38.733333333333334,28.235294117647058,17,1.0,0.0,0.0,1.0,0.0,14,1,2,0,0,14,3,0,13,2,0,0,2,15,0,0,0,2,9,2,6,0.0,0.0,0.0,0.0,0.0,29.0,0.0,1.0
2020,6,2514.0,39.53086419753086,26.805555555555557,36,3.0,0.0,1.0,2.0,0.0,32,1,1,0,2,30,6,0,30,2,0,0,4,30,0,0,1,5,20,7,9,0.0,0.0,0.0,0.0,0.0,51.0,0.0,2.0
2020,6,2515.0,39.85897435897436,27.403846153846153,52,10.0,0.0,0.0,8.0,2.0,46,2,4,0,0,35,16,1,45,4,0,0,3,42,0,0,0,10,28,9,15,0.0,0.0,0.0,0.0,0.0,74.0,1.0,0.0
2020,6,2521.0,42.378787878787875,28.125,40,2.0,0.0,0.0,1.0,1.0,35,0,4,0,1,33,6,1,35,4,0,0,1,36,0,1,0,3,14,7,19,0.0,0.0,0.0,0.0,0.0,65.0,0.0,2.0
2020,6,2522.0,39.35294117647059,27.6,25,4.0,0.0,0.0,2.0,2.0,22,0,2,0,1,19,4,2,22,2,0,0,1,22,0,0,0,3,12,5,8,0.0,0.0,0.0,0.0,0.0,31.0,0.0,2.0
2020,6,2523.0,43.64705882352941,27.93103448275862,29,4.0,0.0,0.0,4.0,0.0,24,0,3,0,2,16,11,2,23,6,0,0,0,27,0,0,0,2,16,3,10,0.0,0.0,0.0,1.0,0.0,28.0,1.0,2.0
2020,6,2524.0,36.285714285714285,27.5,28,1.0,0.0,1.0,0.0,0.0,27,0,1,0,0,17,10,1,25,2,0,0,1,25,0,0,0,3,18,4,6,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0
2020,6,2525.0,32.81481481481481,28.4,25,5.0,0.0,2.0,3.0,0.0,21,2,1,0,1,19,3,3,22,1,0,0,2,21,1,0,1,2,14,3,8,0.0,0.0,0.0,0.0,0.0,30.0,0.0,3.0
2020,6,2531.0,38.61764705882353,28.26923076923077,26,6.0,0.0,0.0,1.0,5.0,23,0,2,0,1,16,10,0,23,3,0,0,0,23,0,0,0,3,17,1,8,0.0,0.0,0.0,0.0,0.0,33.0,1.0,3.0
2020,6,2532.0,36.61764705882353,28.75,20,9.0,0.0,1.0,7.0,1.0,17,0,2,0,1,14,5,1,16,2,0,0,2,18,0,0,0,2,10,3,7,0.0,0.0,0.0,0.0,0.0,27.0,0.0,1.0
2020,6,2533.0,40.723270440251575,28.79032258064516,62,17.0,0.0,3.0,11.0,3.0,55,2,2,0,3,45,14,3,51,6,0,0,5,48,1,0,0,13,36,4,22,0.0,0.0,0.0,0.0,0.0,98.0,0.0,3.0
2020,6,2534.0,39.410714285714285,28.68421052631579,38,7.0,0.0,2.0,2.0,3.0,35,0,2,0,1,30,7,1,34,3,0,0,1,33,0,0,0,5,23,7,8,0.0,0.0,0.0,0.0,0.0,52.0,0.0,3.0
2020,6,2535.0,39.57692307692308,27.56756756756757,37,6.0,0.0,2.0,2.0,2.0,33,1,1,0,2,26,10,1,31,3,0,0,3,34,0,0,0,3,19,4,14,0.0,0.0,0.0,0.0,0.0,53.0,0.0,2.0
2020,7,111.0,33.15625,29.047619047619047,21,3.0,1.0,0.0,2.0,0.0,18,0,1,0,2,11,8,2,18,1,0,0,2,17,0,0,0,4,12,1,8,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0
2020,7,112.0,37.21875,28.823529411764707,17,7.0,0.0,0.0,7.0,0.0,17,0,0,0,0,13,4,0,16,0,0,0,1,16,0,0,0,1,7,3,7,0.0,0.0,0.0,0.0,0.0,26.0,0.0,2.0
2020,7,113.0,39.22727272727273,30.0,13,2.0,0.0,0.0,1.0,1.0,11,0,0,0,2,8,3,2,10,0,0,0,3,9,0,0,0,4,10,1,2,0.0,0.0,0.0,0.0,0.0,15.0,1.0,2.0
2020,7,114.0,37.21383647798742,33.771929824561404,57,21.0,0.0,2.0,14.0,5.0,52,0,4,0,1,40,14,3,48,6,0,0,3,49,0,0,0,8,33,6,18,0.0,0.0,0.0,1.0,0.0,98.0,1.0,0.0
2020,7,121.0,42.388888888888886,30.0,9,2.0,0.0,0.0,0.0,2.0,9,0,0,0,0,9,0,0,9,0,0,0,0,9,0,0,0,0,4,1,4,0.0,0.0,0.0,0.0,0.0,16.0,0.0,1.0
2020,7,122.0,40.96590909090909,29.326923076923077,52,15.0,0.0,1.0,10.0,4.0,48,0,3,0,1,37,13,2,45,2,0,0,5,38,0,2,1,11,33,4,15,0.0,0.0,0.0,0.0,0.0,80.0,1.0,3.0
2020,7,123.0,35.75,26.875,24,3.0,0.0,1.0,0.0,2.0,22,0,1,0,1,17,6,1,22,1,0,0,1,19,0,0,0,5,14,4,6,0.0,0.0,0.0,0.0,0.0,33.0,1.0,2.0
2020,7,124.0,42.82692307692308,27.571428571428573,35,1.0,0.0,1.0,0.0,0.0,30,0,3,0,2,27,6,2,30,4,0,0,1,28,1,0,1,5,17,6,12,0.0,0.0,0.0,0.0,0.0,55.0,1.0,1.0
2020,7,131.0,44.71666666666667,29.324324324324323,37,12.0,0.0,1.0,6.0,5.0,34,1,2,0,0,32,5,0,30,5,0,0,2,30,0,0,0,7,22,3,12,0.0,0.0,0.0,0.0,0.0,46.0,2.0,1.0
2020,7,132.0,39.53846153846154,32.0,40,11.0,0.0,0.0,10.0,1.0,39,0,1,0,0,27,12,1,38,1,0,0,1,38,0,0,1,1,24,4,12,0.0,0.0,0.0,0.0,0.0,54.0,1.0,1.0
2020,7,133.0,35.01851851851852,28.5,20,3.0,0.0,0.0,1.0,2.0,16,1,2,0,1,10,8,2,17,2,0,0,1,19,0,1,0,0,12,3,5,0.0,0.0,0.0,0.0,0.0,28.0,1.0,1.0
2020,7,211.0,41.464285714285715,27.954545454545453,22,2.0,0.0,0.0,1.0,1.0,19,1,0,0,2,15,6,1,19,1,0,0,2,19,1,0,0,2,16,0,6,0.0,0.0,0.0,0.0,0.0,28.0,0.0,1.0
2020,7,212.0,40.3,28.043478260869566,46,14.0,0.0,0.0,8.0,6.0,41,0,2,0,3,27,16,3,41,2,0,0,3,38,0,0,0,8,35,2,9,0.0,0.0,0.0,0.0,0.0,50.0,0.0,4.0
2020,7,213.0,38.80952380952381,28.076923076923077,26,10.0,0.0,1.0,7.0,2.0,25,1,0,0,0,15,11,0,26,0,0,0,0,26,0,0,0,0,21,0,5,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0
2020,7,214.0,36.75,28.42105263157895,19,1.0,0.0,0.0,1.0,0.0,16,1,0,0,2,11,7,1,16,0,0,0,3,15,0,0,0,4,12,4,3,0.0,0.0,0.0,0.0,0.0,20.0,0.0,1.0
2020,7,215.0,39.148809523809526,28.79310344827586,29,9.0,0.0,0.0,4.0,5.0,27,1,0,0,1,22,7,0,26,0,0,0,3,24,0,0,0,5,21,2,6,0.0,0.0,0.0,0.0,0.0,49.0,0.0,2.0
2020,7,221.0,44.35,29.0,15,1.0,0.0,0.0,1.0,0.0,13,0,1,0,1,12,2,1,13,1,0,0,1,12,0,0,0,3,12,1,2,0.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0
2020,7,222.0,45.04545454545455,30.46875,32,7.0,0.0,2.0,4.0,1.0,28,1,0,0,3,18,9,5,25,0,0,0,7,24,0,2,0,6,24,3,5,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0
2020,7,223.0,51.875,29.705882352941178,17,2.0,0.0,1.0,1.0,0.0,14,0,1,0,2,13,2,2,15,1,0,0,1,14,0,0,0,3,9,3,5,0.0,0.0,0.0,0.0,0.0,14.0,0.0,1.0
2020,7,224.0,36.936,30.166666666666668,30,9.0,0.0,0.0,9.0,0.0,28,0,2,0,0,19,11,0,26,3,0,0,1,27,0,0,0,3,20,3,7,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0
2020,7,225.0,32.89912280701755,25.625,24,7.0,0.0,2.0,2.0,3.0,22,0,1,0,1,13,11,0,22,1,0,0,1,19,0,1,0,4,19,2,3,0.0,0.0,0.0,0.0,0.0,37.0,1.0,0.0
2020,7,231.0,35.19230769230769,29.166666666666668,18,4.0,0.0,1.0,2.0,1.0,16,0,1,0,1,15,3,0,15,1,0,0,2,15,0,0,0,3,12,1,5,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0
2020,7,232.0,37.22222222222222,27.692307692307693,13,6.0,0.0,0.0,4.0,2.0,13,0,0,0,0,8,4,1,12,0,0,0,1,11,0,0,0,2,11,1,1,0.0,0.0,0.0,0.0,0.0,20.0,0.0,1.0
2020,7,233.0,39.93333333333333,29.473684210526315,19,5.0,1.0,0.0,1.0,3.0,17,0,2,0,0,14,5,0,17,2,0,0,0,13,0,0,0,6,15,1,3,0.0,0.0,0.0,0.0,0.0,30.0,0.0,1.0
2020,7,234.0,41.65151515151515,28.958333333333332,48,9.0,0.0,1.0,6.0,2.0,41,0,2,0,5,34,10,4,39,3,0,0,6,40,0,0,0,8,34,4,10,0.0,0.0,0.0,0.0,0.0,56.0,0.0,2.0
2020,7,235.0,35.71875,27.61904761904762,21,0.0,0.0,0.0,0.0,0.0,20,0,0,0,1,12,7,2,20,0,0,0,1,17,0,0,1,3,15,2,4,0.0,0.0,0.0,0.0,0.0,26.0,0.0,2.0
2020,7,311.0,30.62820512820513,28.4375,16,3.0,0.0,1.0,2.0,0.0,14,0,1,0,1,9,7,0,14,1,0,0,1,11,0,0,0,5,12,2,2,0.0,0.0,0.0,0.0,0.0,23.0,0.0,1.0
2020,7,312.0,40.6264367816092,28.0,40,8.0,0.0,2.0,2.0,4.0,38,1,0,0,1,28,11,1,39,0,0,0,1,33,0,1,0,6,25,9,6,0.0,0.0,0.0,0.0,0.0,53.0,1.0,2.0
2020,7,313.0,40.86363636363637,27.333333333333332,15,6.0,0.0,0.0,4.0,2.0,12,0,2,0,1,11,3,1,12,2,0,0,1,12,0,0,0,3,13,0,2,0.0,0.0,0.0,0.0,0.0,20.0,1.0,0.0
2020,7,314.0,41.5,27.22222222222222,9,3.0,0.0,1.0,1.0,1.0,8,0,1,0,0,5,4,0,8,1,0,0,0,6,0,0,0,3,9,0,0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0
2020,7,321.0,40.61764705882353,28.666666666666668,45,12.0,0.0,3.0,5.0,4.0,40,0,2,0,3,28,15,2,38,4,0,0,3,37,1,1,0,6,29,6,10,0.0,0.0,0.0,0.0,0.0,59.0,1.0,1.0
2020,7,322.0,38.1421568627451,30.375,40,9.0,0.0,1.0,4.0,4.0,37,0,3,0,0,30,10,0,36,3,0,0,1,34,0,0,0,6,29,2,9,0.0,0.0,0.0,0.0,0.0,66.0,0.0,1.0
2020,7,323.0,38.28947368421053,29.215686274509803,51,15.0,0.0,3.0,8.0,4.0,46,0,2,0,3,36,13,2,46,2,0,0,3,43,0,0,0,8,37,3,11,0.0,0.0,0.0,1.0,0.0,68.0,1.0,2.0
2020,7,324.0,35.84375,28.958333333333332,48,11.0,0.0,4.0,5.0,2.0,45,0,1,0,2,27,19,2,44,2,0,0,2,41,0,0,1,6,32,4,12,0.0,0.0,0.0,2.0,0.0,59.0,0.0,0.0
2020,7,331.0,38.42777777777778,30.533333333333335,75,21.0,0.0,4.0,12.0,5.0,64,1,5,0,5,51,21,3,64,8,0,0,3,68,0,0,0,7,52,4,19,0.0,0.0,0.0,2.0,0.0,106.0,1.0,2.0
2020,7,332.0,42.36842105263158,29.032258064516128,31,5.0,0.0,1.0,0.0,4.0,23,1,4,0,3,17,11,3,25,3,0,0,3,22,0,0,1,8,20,3,8,0.0,0.0,0.0,0.0,0.0,37.0,1.0,1.0
2020,7,333.0,42.766666666666666,26.666666666666668,21,2.0,0.0,0.0,1.0,1.0,19,0,2,0,0,13,7,1,18,2,0,0,1,19,0,0,0,2,12,1,8,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0
2020,7,334.0,38.83333333333333,27.580645161290324,31,12.0,0.0,3.0,8.0,1.0,27,0,2,0,2,20,8,3,27,2,0,0,2,23,0,0,1,7,19,2,10,0.0,0.0,0.0,0.0,0.0,39.0,0.0,2.0
2020,7,411.0,41.02923976608187,29.076923076923077,65,16.0,0.0,1.0,12.0,3.0,57,1,6,0,1,39,25,1,57,5,0,0,3,51,0,1,0,13,47,2,16,0.0,0.0,0.0,2.0,0.0,108.0,1.0,1.0
2020,7,412.0,39.41,28.620689655172413,58,11.0,0.0,1.0,6.0,4.0,52,1,3,0,2,38,19,1,51,4,0,0,3,47,0,0,0,11,39,4,15,0.0,0.0,0.0,1.0,0.0,87.0,0.0,2.0
2020,7,413.0,41.44444444444444,29.90740740740741,54,18.0,0.0,0.0,3.0,15.0,50,0,4,0,0,33,20,1,49,4,0,0,1,51,0,0,1,2,43,1,10,0.0,0.0,0.0,0.0,0.0,81.0,1.0,5.0
2020,7,414.0,42.24242424242424,28.979591836734695,49,10.0,0.0,1.0,5.0,4.0,45,0,2,0,2,32,16,1,44,2,0,0,3,43,0,0,0,6,35,7,7,0.0,0.0,0.0,1.0,0.0,64.0,1.0,1.0
2020,7,421.0,40.089285714285715,27.75,40,6.0,0.0,2.0,4.0,0.0,37,0,1,0,2,23,14,3,34,1,0,0,5,32,0,0,0,8,22,4,14,0.0,0.0,0.0,0.0,0.0,50.0,0.0,1.0
2020,7,422.0,38.375,25.357142857142858,14,1.0,0.0,0.0,1.0,0.0,14,0,0,0,0,12,2,0,14,0,0,0,0,11,0,0,0,3,5,1,8,0.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0
2020,7,423.0,39.34,26.060606060606062,33,7.0,0.0,0.0,5.0,2.0,28,1,1,0,3,21,8,4,26,3,0,0,4,26,0,0,0,7,22,2,9,0.0,0.0,0.0,0.0,0.0,37.0,1.0,2.0
2020,7,424.0,39.595238095238095,29.5,20,10.0,0.0,1.0,9.0,0.0,19,0,1,0,0,14,6,0,19,1,0,0,0,19,0,0,0,1,13,0,7,0.0,0.0,0.0,0.0,0.0,26.0,0.0,2.0
2020,7,431.0,35.490196078431374,29.0,25,2.0,0.0,1.0,1.0,0.0,22,0,3,0,0,21,4,0,22,3,0,0,0,21,0,0,0,4,15,3,7,0.0,0.0,0.0,0.0,0.0,33.0,0.0,2.0
2020,7,432.0,36.56565656565657,26.428571428571427,42,4.0,0.0,0.0,2.0,2.0,37,0,1,0,4,31,8,3,35,4,0,0,3,34,0,0,4,4,22,3,17,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0
2020,7,433.0,41.82222222222222,27.56756756756757,37,9.0,0.0,1.0,8.0,0.0,31,1,2,0,3,19,16,2,28,5,0,0,4,28,0,0,0,9,18,4,15,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0
2020,7,434.0,35.92857142857143,30.833333333333332,30,12.0,0.0,1.0,10.0,1.0,28,0,1,0,1,17,12,1,29,1,0,0,0,23,0,2,0,5,20,1,9,0.0,0.0,0.0,0.0,0.0,43.0,0.0,7.0
2020,7,511.0,40.288690476190474,29.09090909090909,66,14.0,0.0,0.0,9.0,5.0,59,1,4,0,2,46,16,4,60,2,0,0,4,62,0,0,0,4,39,7,20,0.0,0.0,0.0,0.0,0.0,105.0,0.0,0.0
2020,7,512.0,40.61764705882353,29.0,25,7.0,0.0,3.0,3.0,1.0,24,0,1,0,0,16,9,0,23,1,1,0,0,25,0,0,0,0,18,1,6,0.0,0.0,0.0,0.0,0.0,26.0,0.0,1.0
2020,7,513.0,41.86666666666667,27.321428571428573,28,6.0,0.0,0.0,2.0,4.0,26,0,2,0,0,18,8,2,25,2,0,0,1,23,0,0,1,4,13,6,9,0.0,0.0,0.0,1.0,0.0,29.0,0.0,3.0
2020,7,522.0,45.04545454545455,29.41176470588235,17,5.0,0.0,0.0,0.0,5.0,16,0,1,0,0,10,6,1,15,2,0,0,0,12,1,1,0,3,7,4,6,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0
2020,7,523.0,38.625,29.814814814814813,27,11.0,0.0,1.0,6.0,4.0,26,1,0,0,0,21,5,1,24,2,0,0,1,23,0,0,0,4,13,5,9,0.0,0.0,0.0,0.0,0.0,35.0,1.0,1.0
2020,7,524.0,38.11363636363637,27.903225806451612,31,17.0,2.0,3.0,11.0,1.0,29,0,1,0,1,13,17,1,29,1,0,0,1,26,0,0,0,5,25,2,4,0.0,0.0,0.0,2.0,0.0,36.0,0.0,0.0
2020,7,531.0,33.794871794871796,28.870967741935484,31,10.0,0.0,1.0,7.0,2.0,29,0,2,0,0,23,7,1,29,2,0,0,0,28,0,0,0,3,24,3,4,0.0,0.0,0.0,0.0,0.0,51.0,0.0,1.0
2020,7,532.0,38.85,30.434782608695652,23,8.0,0.0,3.0,3.0,2.0,20,0,3,0,0,8,13,2,19,4,0,0,0,21,0,0,0,2,17,1,5,0.0,0.0,0.0,1.0,0.0,37.0,0.0,0.0
2020,7,533.0,34.11538461538461,29.25,20,4.0,1.0,0.0,3.0,0.0,19,0,1,0,0,9,11,0,20,0,0,0,0,16,1,0,0,3,11,3,6,0.0,0.0,0.0,0.0,0.0,21.0,1.0,0.0
2020,7,611.0,41.39393939393939,29.333333333333332,30,19.0,0.0,0.0,17.0,2.0,25,0,3,0,2,24,5,1,22,4,0,0,4,24,0,0,0,6,21,7,2,0.0,0.0,0.0,0.0,0.0,48.0,1.0,3.0
2020,7,612.0,37.0,27.659574468085108,47,17.0,0.0,2.0,7.0,8.0,42,3,2,0,0,32,14,1,44,2,0,0,1,39,0,0,0,8,30,5,12,0.0,0.0,0.0,1.0,0.0,53.0,1.0,2.0
2020,7,613.0,36.21739130434783,28.4,25,8.0,0.0,0.0,7.0,1.0,23,0,2,0,0,15,10,0,22,3,0,0,0,24,0,0,0,1,15,3,7,0.0,0.0,0.0,0.0,0.0,35.0,0.0,1.0
2020,7,614.0,42.68589743589743,28.513513513513512,37,9.0,0.0,1.0,6.0,2.0,31,1,2,0,3,30,5,2,30,2,0,0,5,27,0,0,0,10,24,3,10,0.0,0.0,0.0,0.0,0.0,51.0,0.0,1.0
2020,7,621.0,40.58680555555556,29.491525423728813,59,17.0,1.0,1.0,9.0,6.0,55,0,3,0,1,41,18,0,53,2,0,0,4,50,0,0,0,9,41,7,11,0.0,0.0,0.0,1.0,0.0,90.0,2.0,4.0
