score,min_samples,eps,n_clusters
0.4147258500152036,21,0.9000000000000002,1
0.41132761820273595,22,0.9000000000000002,1
0.40885213535604964,23,0.9000000000000002,1
0.4069112842534186,24,0.9000000000000002,1
0.40379365947821505,25,0.9000000000000002,1
0.40121303289956617,18,0.8500000000000002,1
0.4010668381489386,26,0.9000000000000002,1
0.3987201136417898,27,0.9000000000000002,1
0.39742707259731186,19,0.8500000000000002,1
0.39694824008899054,28,0.9000000000000002,1
0.3947259695732066,29,0.9000000000000002,1
0.39466282009268033,20,0.8500000000000002,1
0.3924193052631132,30,0.9000000000000002,1
0.3907253158401188,21,0.8500000000000002,1
0.38981572958178073,31,0.9000000000000002,1
0.38955557120060286,15,0.9000000000000002,2
0.3880018500716297,32,0.9000000000000002,1
0.38792155142958196,16,0.9000000000000002,2
0.3876960667725554,15,0.8000000000000002,1
0.38734551673025935,22,0.8500000000000002,1
0.3863153781874533,33,0.9000000000000002,1
0.3851949844100286,17,0.9000000000000002,2
0.38517466332638084,19,0.9000000000000002,2
0.3848361653037252,34,0.9000000000000002,1
0.38377773806216486,23,0.8500000000000002,1
0.3836269420596973,18,0.9000000000000002,2
0.3829384324543383,35,0.9000000000000002,1
0.3827759749108227,16,0.8000000000000002,1
0.3814989944874339,24,0.8500000000000002,1
0.3814026297864672,36,0.9000000000000002,1
0.38024546991437425,20,0.9000000000000002,2
0.37960619374835497,25,0.8500000000000002,1
0.3793064700426272,17,0.8000000000000002,1
0.37857700918517434,37,0.9000000000000002,1
0.37727024138061055,15,0.8500000000000002,2
0.37680069240390357,26,0.8500000000000002,1
0.37647597487799356,38,0.9000000000000002,1
0.37622929261374266,16,0.8500000000000002,2
0.3761385005717823,18,0.8000000000000002,1
0.3753706829044591,39,0.9000000000000002,1
0.374465658251045,27,0.8500000000000002,1
0.37193542773592914,28,0.8500000000000002,1
0.3718583425676778,17,0.8500000000000002,2
0.37185163211815936,19,0.8000000000000002,1
0.36843408673874295,29,0.8500000000000002,1
0.3668311223661173,20,0.8000000000000002,1
0.3665391231515407,30,0.8500000000000002,1
0.36469039312355617,31,0.8500000000000002,1
0.36425478395202626,21,0.8000000000000002,1
0.36325957041794776,32,0.8500000000000002,1
0.3609241489654723,33,0.8500000000000002,1
0.3606376166037726,22,0.8000000000000002,1
0.3583301060889887,34,0.8500000000000002,1
0.35787709995239425,23,0.8000000000000002,1
0.3566195635825683,35,0.8500000000000002,1
0.3552060946526929,24,0.8000000000000002,1
0.354800248206604,16,0.7500000000000001,1
0.35473344036211524,36,0.8500000000000002,1
0.35267299954466963,25,0.8000000000000002,1
0.35244988793848264,37,0.8500000000000002,1
0.35126283872905745,17,0.7500000000000001,1
0.35058771552237467,38,0.8500000000000002,1
0.3503003715406428,26,0.8000000000000002,1
0.3484117100678352,39,0.8500000000000002,1
0.3478248092165133,27,0.8000000000000002,1
0.3473041225285595,18,0.7500000000000001,1
0.34564402583977744,28,0.8000000000000002,1
0.3443423359775186,19,0.7500000000000001,1
0.3429119943177427,29,0.8000000000000002,1
0.3413345929686136,20,0.7500000000000001,1
0.34060742698162355,30,0.8000000000000002,1
0.3388604911927823,31,0.8000000000000002,1
0.3380407680182264,21,0.7500000000000001,1
0.33673736790185105,32,0.8000000000000002,1
0.333783506731212,33,0.8000000000000002,1
0.33197282883091694,15,0.7000000000000001,1
0.3314403474225331,34,0.8000000000000002,1
0.3294704910866679,35,0.8000000000000002,1
0.32837479340688447,36,0.8000000000000002,1
0.3262506129104634,37,0.8000000000000002,1
0.3257904646091003,25,0.7500000000000001,1
0.3240733041789164,38,0.8000000000000002,1
0.3227413895213671,26,0.7500000000000001,1
0.3214283933393564,39,0.8000000000000002,1
0.31903759557134154,27,0.7500000000000001,1
0.31588254752329425,28,0.7500000000000001,1
0.31343385643427196,29,0.7500000000000001,1
0.31088192909915535,30,0.7500000000000001,1
0.31017536980913085,20,0.7000000000000001,1
0.3084601191906672,31,0.7500000000000001,1
0.3064737882317157,21,0.7000000000000001,1
0.30619972299809806,32,0.7500000000000001,1
0.3033845802650764,33,0.7500000000000001,1
0.30276297957261333,22,0.7000000000000001,1
0.30023479417222704,34,0.7500000000000001,1
0.2993941626818748,23,0.7000000000000001,1
0.29821850205807293,35,0.7500000000000001,1
0.2963016264513036,36,0.7500000000000001,1
0.2962246492298448,24,0.7000000000000001,1
0.2942269308439185,15,0.7500000000000001,2
0.294125746956111,37,0.7500000000000001,1
0.2921900409678674,25,0.7000000000000001,1
0.29162533335756025,38,0.7500000000000001,1
0.2886431657240505,26,0.7000000000000001,1
0.2884376500572455,39,0.7500000000000001,1
0.2857700795257832,27,0.7000000000000001,1
0.28173360683764925,28,0.7000000000000001,1
0.2790745326082821,29,0.7000000000000001,1
0.2760904455311155,30,0.7000000000000001,1
0.2737997571002081,20,0.65,1
0.272464554071878,31,0.7000000000000001,1
0.26984770931802765,21,0.65,1
0.269481557546998,32,0.7000000000000001,1
0.2668476703391344,33,0.7000000000000001,1
0.26567272394428937,22,0.65,1
0.26449562868006293,34,0.7000000000000001,1
0.2619570609121712,35,0.7000000000000001,1
0.26050985881441646,23,0.65,1
0.25983604679163746,36,0.7000000000000001,1
0.25856884682744014,37,0.7000000000000001,1
0.2573759101076968,24,0.65,1
0.25536662979101743,38,0.7000000000000001,1
0.2534001320400178,39,0.7000000000000001,1
0.2529882857798777,25,0.65,1
0.24983468536983028,26,0.65,1
0.24683798443805,27,0.65,1
0.2465484811551406,17,0.6,1
0.24443429121332375,28,0.65,1
0.24188931676182898,18,0.6,1
0.24102198809492933,29,0.65,1
0.23777690460334008,30,0.65,1
0.23424880800339704,31,0.65,1
0.23423752719143734,22,0.7500000000000001,2
0.2316454295692568,32,0.65,1
0.2310395641646003,20,0.6,1
0.229566743671679,23,0.7500000000000001,2
0.22927595427691064,24,0.7500000000000001,2
0.22786462686699926,33,0.65,1
0.22625796491289912,21,0.6,1
0.22440972908240572,34,0.65,1
0.22163241119282773,35,0.65,1
0.2216103573845535,22,0.6,1
0.22116510296884373,19,0.7000000000000001,2
0.21888833089431534,36,0.65,1
0.2172882509562934,23,0.6,1
0.216095773251507,37,0.65,1
0.21373813615625714,24,0.6,1
0.21253438868296906,38,0.65,1
0.20979981752319238,39,0.65,1
0.2095346641809622,25,0.6,1
0.20487698023260273,26,0.6,1
0.2022990574431081,27,0.6,1
0.19849020804064732,28,0.6,1
0.19423561850779583,29,0.6,1
0.18971568069927683,30,0.6,1
0.18609269628794006,31,0.6,1
0.1839112612355085,16,0.65,2
0.18227191426164996,32,0.6,1
0.18129744391075173,17,0.65,2
0.1795852607682389,33,0.6,1
0.17952771577111526,15,0.65,2
0.17571216026920675,34,0.6,1
0.1751729035316493,16,0.7000000000000001,2
0.17223346859485858,18,0.7000000000000001,2
0.1719950503773113,35,0.6,1
0.16859308667017783,36,0.6,1
0.16548802489585562,37,0.6,1
0.16121176876917875,38,0.6,1
0.15725875351845275,39,0.6,1
0.12143723494789416,16,0.6,2
0.11804559741755413,15,0.6,2
0.10970020495653499,17,0.7000000000000001,3
0.08748911609597612,19,0.65,2
0.07808084755486314,18,0.65,3
0.05796208262109475,19,0.6,2
